GeneNames,control,experiment,logFC,p-value
ENOX1_ENSTGUG00000012357.2,0.046619847,0.058834977,-0.01221513,0.00027810817555902625
GPC5_ENSTGUG00000011238.2,0.0011867111,0.0017065407,-0.00051982957,0.291260344616822
_ENSTGUG00000017981.2,0.0005228675,0.0004951651,2.7702365e-05,0.9313967074186924
_ENSTGUG00000029189.1,0.0023003554,0.00273849,-0.00043813465,0.5196916264938094
_ENSTGUG00000021600.1,0.008609531,0.0072822967,0.0013272348,0.3386092407034256
CREG2_ENSTGUG00000020072.1,0.2564987,0.28290403,-0.026405334,0.0012636897567841877
PIANP_ENSTGUG00000023446.1,0.093623996,0.08397299,0.009651005,0.04421671222957653
GPC6_ENSTGUG00000011232.2,0.015101826,0.019518178,-0.004416352,0.030461980352566257
CCDC122_ENSTGUG00000022901.1,0.00028595174,0.00023932941,4.662233e-05,0.8336790764213413
B3GLCT_ENSTGUG00000011725.2,0.07241755,0.065132275,0.0072852746,0.0559762712966624
B3GALT5_ENSTGUG00000005144.2,0.027467359,0.027148897,0.00031846203,0.8974020861638913
_ENSTGUG00000012353.2,0.02425616,0.054006316,-0.029750155,1.6866196664617595e-22
U2_ENSTGUG00000018052.2,0.0003330377,0.0001857706,0.0001472671,0.5609556844137664
DCT_ENSTGUG00000011227.2,0.00038999022,0.000382058,7.93222e-06,0.9761819970960409
RFX8_ENSTGUG00000018334.2,0.0001739834,0.00050483097,-0.00033084757,0.21566980538038097
_ENSTGUG00000022511.1,0.00042049482,0.00091999635,-0.00049950153,0.11052948467561241
LCA5L_ENSTGUG00000005124.2,0.0016804993,0.0012470615,0.00043343776,0.4649708022303063
_ENSTGUG00000023452.1,0.0,0.0,0.0,
TGDS_ENSTGUG00000011214.2,0.03135543,0.039088305,-0.0077328756,0.005013238253696276
_ENSTGUG00000028114.1,0.00026209623,0.00028074384,-1.864761e-05,0.9314901034660648
_ENSTGUG00000005133.2,0.00016027699,0.00012561929,3.46577e-05,0.8400724453784745
_ENSTGUG00000021852.1,0.00026209623,0.00011779079,0.00014430544,0.425341752514359
_ENSTGUG00000028881.1,0.7529531,0.79068553,-0.037732422,0.002720502258792235
GET1_ENSTGUG00000005116.2,0.18135622,0.19716406,-0.015807837,0.01506901892294562
GPR180_ENSTGUG00000011209.2,0.03715435,0.044670086,-0.007515736,0.014810630109437561
HSPH1_ENSTGUG00000011712.2,0.42803967,0.46196988,-0.033930212,0.0005086250489586295
SOX21_ENSTGUG00000011206.2,0.066449985,0.070726424,-0.0042764395,0.23328978564793704
MAP4K4_ENSTGUG00000009900.2,0.2640174,0.37153134,-0.107513934,8.79146556617164e-42
HMGN1_ENSTGUG00000005112.2,0.32248333,0.38083056,-0.058347225,3.144034091594457e-12
_ENSTGUG00000027379.1,0.014088974,0.017085755,-0.002996781,0.07667803460790884
_ENSTGUG00000025285.1,0.026232027,0.01893069,0.007301336,0.00040180333558556536
_ENSTGUG00000021814.1,0.29480192,0.33234444,-0.037542522,2.1154774692321212e-08
COPS7A_ENSTGUG00000013312.2,0.12626272,0.15772954,-0.031466812,1.1158621731618317e-08
_ENSTGUG00000026545.1,0.011725611,0.010572366,0.0011532446,0.4877763150130058
_ENSTGUG00000020979.1,0.09833199,0.11580723,-0.01747524,0.0003104476444333036
_ENSTGUG00000026689.1,0.015643332,0.021450566,-0.005807234,0.0037395001776272608
BRWD1_ENSTGUG00000005062.2,0.05004931,0.059669554,-0.009620246,0.004939111572144625
ABCC4_ENSTGUG00000011178.2,0.0364252,0.032503128,0.0039220713,0.17378227653571238
IL1R2_ENSTGUG00000009893.2,0.0047841542,0.018561458,-0.013777304,8.513992123552455e-17
_ENSTGUG00000021861.1,0.0003387893,7.372979e-05,0.00026505953,0.27518229592120447
_ENSTGUG00000022183.1,0.005953695,0.0058495407,0.00010415446,0.9017930709456117
_ENSTGUG00000021046.1,0.0052117715,0.005070843,0.00014092866,0.8529882845436461
_ENSTGUG00000013310.2,0.29811302,0.36569777,-0.06758475,7.403920352571055e-17
ALOX5AP_ENSTGUG00000011710.2,0.046953272,0.09467339,-0.047720116,1.4546400701984719e-27
IL1R1_ENSTGUG00000009881.2,0.012300643,0.015266179,-0.002965536,0.08327929415681216
IL1RL2_ENSTGUG00000018199.2,0.010041108,0.018410798,-0.00836969,6.498527779678531e-06
USPL1_ENSTGUG00000011708.2,0.049772926,0.062071882,-0.0122989565,0.0003589134509485032
_ENSTGUG00000028501.1,0.20012172,0.20352046,-0.0033987463,0.5880959653524274
_ENSTGUG00000020588.1,0.00027974462,0.00061076775,-0.00033102313,0.16648430175455406
PSMG1_ENSTGUG00000005059.2,0.13025327,0.16292019,-0.03266692,6.064602596923598e-09
IL1RL1_ENSTGUG00000009867.2,0.00027777956,0.00067812786,-0.0004003483,0.2172324135510941
CLDN10_ENSTGUG00000011177.2,0.0011587957,0.0010748005,8.399517e-05,0.8529757404434277
_ENSTGUG00000024963.1,0.000108253626,0.00024800538,-0.00013975176,0.4417015854152716
_ENSTGUG00000023841.1,1.0354623,1.30647,-0.27100778,2.0257798125640995e-78
_ENSTGUG00000020066.1,0.033568826,0.037761733,-0.0041929074,0.1326558936110598
IL18R1_ENSTGUG00000025203.1,0.0055378596,0.014815131,-0.009277271,3.519365683742909e-09
_ENSTGUG00000013307.2,6.28741e-05,0.0021143148,-0.0020514408,3.0416529058405007e-05
ETS2_ENSTGUG00000005028.2,0.12473791,0.12700714,-0.0022692308,0.6851422818764541
IL18RAP_ENSTGUG00000009856.2,0.00031018897,0.0066835615,-0.0063733724,8.552410037797122e-13
HMGB1_ENSTGUG00000022860.1,0.81855744,1.0227573,-0.20419985,9.559446682332111e-56
_ENSTGUG00000013304.2,0.00013240927,0.008649822,-0.008517413,6.306864897135178e-18
_ENSTGUG00000027184.1,0.011324544,0.011279432,4.5112334e-05,0.9743238447243783
DZIP1_ENSTGUG00000011173.2,0.009554055,0.012103396,-0.002549341,0.07796603033698551
SLC9A4_ENSTGUG00000009828.2,0.0,0.0027115736,-0.0027115736,6.78530785488286e-07
_ENSTGUG00000020166.1,0.0140570635,0.016666727,-0.0026096636,0.1153172468915031
_ENSTGUG00000020473.1,0.0034432414,0.0050270413,-0.0015838,0.07804194622122995
GPR162_ENSTGUG00000018169.2,0.20039502,0.20526752,-0.004872501,0.47839815936656094
ERG_ENSTGUG00000004998.2,0.032982223,0.032067742,0.00091448054,0.7515344344393277
_ENSTGUG00000028927.1,0.00051531405,0.00023616542,0.00027914863,0.3461650966102344
SLC9A2_ENSTGUG00000009816.2,0.0025462534,0.0019362025,0.00061005086,0.4128489202491029
P3H3_ENSTGUG00000013302.2,0.0006711016,0.0010224174,-0.00035131583,0.38904775366825195
_ENSTGUG00000028158.1,0.0015172302,0.0021686433,-0.0006514131,0.29963819016344684
_ENSTGUG00000019446.1,0.10396747,0.10420362,-0.00023614615,0.9619313263055064
KCNJ15_ENSTGUG00000004997.2,0.025480757,0.026789756,-0.001309,0.5281762547605011
TMEM182_ENSTGUG00000026318.1,0.008050513,0.0067552226,0.0012952909,0.31644875414666723
GNB3_ENSTGUG00000013301.2,0.008613551,0.010696812,-0.0020832606,0.16440438672371768
DNAJC3_ENSTGUG00000011161.2,0.2673383,0.2896613,-0.022322983,0.004142585015296723
_ENSTGUG00000025347.1,0.0018016503,0.0019730912,-0.00017144089,0.7316503254466338
KATNAL1_ENSTGUG00000011690.2,0.10046492,0.10909714,-0.00863222,0.07449995606271947
_ENSTGUG00000019837.1,0.0012987333,0.0006353069,0.0006634264,0.06398772810639086
_ENSTGUG00000029611.1,0.0023885844,0.0021138259,0.00027475855,0.6309755693419317
_ENSTGUG00000020558.1,0.004469585,0.008359361,-0.0038897763,5.565230165183737e-05
_ENSTGUG00000022130.1,0.007499706,0.0050975946,0.0024021114,0.03449467518394053
CDCA3_ENSTGUG00000013300.2,0.02116033,0.016224252,0.0049360786,0.030569127310415337
_ENSTGUG00000025553.1,0.0023322625,0.0025749414,-0.00024267891,0.7240804115924584
KCNJ6_ENSTGUG00000004993.2,0.2080111,0.21168706,-0.0036759526,0.5828444791981684
_ENSTGUG00000024018.1,0.002525764,0.007023664,-0.0044979,9.867757543624358e-07
_ENSTGUG00000026954.1,0.0009130916,0.0008979647,1.51268905e-05,0.9723329094750559
_ENSTGUG00000025422.1,0.0025726291,0.0029292267,-0.0003565976,0.5772024590976557
_ENSTGUG00000019191.1,0.022165801,0.03010337,-0.007937569,2.9149888053144274e-05
_ENSTGUG00000023735.1,0.0021983082,0.0023434577,-0.00014514942,0.8332786791436824
USP5_ENSTGUG00000013294.2,0.5714186,0.5514516,0.01996696,0.04467932271962667
_ENSTGUG00000027124.1,8.325169e-05,0.00037163612,-0.00028838444,0.1557481531462648
DYRK1A_ENSTGUG00000004960.2,0.1393742,0.16346854,-0.024094343,1.6419174071164577e-05
_ENSTGUG00000024352.1,0.013442929,0.013145714,0.00029721484,0.8337873138552334
MRPS9_ENSTGUG00000009773.2,0.072266914,0.08996464,-0.01769773,2.0566465361064346e-05
VPS26C_ENSTGUG00000027285.1,0.07593463,0.105282046,-0.029347412,3.500083151675827e-12
UGGT2_ENSTGUG00000011123.2,0.018875513,0.025944192,-0.0070686787,0.0010297382568254692
TGFBRAP1_ENSTGUG00000009752.2,0.04400952,0.058395863,-0.014386341,1.5328847691180928e-05
ENO2_ENSTGUG00000013292.2,0.29022688,0.22554596,0.06468092,2.225103115816131e-15
UBL3_ENSTGUG00000023373.1,0.55084217,0.6974734,-0.14663124,1.191079012139474e-40
C2orf49_ENSTGUG00000009750.2,0.07173296,0.088519305,-0.016786344,2.7222051751282375e-05
TPI1_ENSTGUG00000023677.1,0.3682093,0.35834423,0.009865075,0.20361181638037404
TTC3_ENSTGUG00000004895.2,0.09018469,0.15550448,-0.06531979,2.3873453583342566e-41
FHL2_ENSTGUG00000009735.2,0.045924872,0.064268366,-0.018343493,2.523103625501583e-07
SLC7A1_ENSTGUG00000011671.2,0.20569763,0.17362647,0.03207116,3.969776529995255e-06
_ENSTGUG00000027859.1,0.0,0.0,0.0,
LRRC23_ENSTGUG00000018128.2,0.0063341027,0.0045172344,0.0018168683,0.06094460197851676
_ENSTGUG00000024250.1,0.0,0.0,0.0,
NCK2_ENSTGUG00000009731.2,0.06864791,0.08247571,-0.013827793,0.00047953790241542384
MYCBP2_ENSTGUG00000012556.2,0.23629968,0.29645044,-0.060150757,1.7591111001362942e-15
_ENSTGUG00000027983.1,0.015691314,0.021008966,-0.0053176526,0.006595255096329229
_ENSTGUG00000011122.2,0.0,0.00032244326,-0.00032244326,0.07476882651938263
_ENSTGUG00000028516.1,0.00025080767,0.00028163363,-3.0825962e-05,0.8723658342649389
_ENSTGUG00000024636.1,0.006876116,0.010560357,-0.0036842409,0.0017193907814093174
_ENSTGUG00000022666.1,8.9511384e-05,4.181405e-05,4.7697333e-05,0.6292471606870162
MTUS2_ENSTGUG00000011664.2,0.08093841,0.073859066,0.0070793405,0.0760005399997535
ATN1_ENSTGUG00000013280.2,0.30704325,0.30800763,-0.00096437335,0.9032706148998919
HS6ST3_ENSTGUG00000011121.2,0.00044770696,0.00054713705,-9.943009e-05,0.7619399016299602
_ENSTGUG00000019675.1,0.09093139,0.06525144,0.025679953,2.2461726023394776e-09
ECRG4_ENSTGUG00000009727.2,0.021086663,0.032807253,-0.01172059,3.431579055425382e-06
_ENSTGUG00000018875.1,0.07887442,0.05119343,0.027680986,1.2128076381745515e-12
_ENSTGUG00000027961.1,0.0,7.377795e-05,-7.377795e-05,0.31732209128418787
OXGR1_ENSTGUG00000011118.2,0.0,0.0,0.0,
PIGP_ENSTGUG00000025829.1,0.147014,0.15930371,-0.012289703,0.03425690057725465
SLC46A3_ENSTGUG00000011660.2,0.06835788,0.11522491,-0.046867035,4.962584497384243e-26
UXS1_ENSTGUG00000009716.2,0.11747652,0.115347214,0.0021293089,0.6901614996060427
U7_ENSTGUG00000018673.2,0.0,0.00018279269,-0.00018279269,0.19779033814973523
_ENSTGUG00000025616.1,0.004442457,0.027266558,-0.022824101,7.663932252829552e-39
C1H12orf57_ENSTGUG00000013279.2,0.5635019,0.70316136,-0.13965946,5.353162457586154e-35
HLCS_ENSTGUG00000005220.2,0.039052095,0.059141852,-0.020089757,3.726435141788748e-10
POMP_ENSTGUG00000019231.1,0.54140365,0.5819994,-0.04059577,8.823718436301673e-05
_ENSTGUG00000009713.2,0.0013455178,0.0028450096,-0.0014994917,0.01869845090432559
MBNL2_ENSTGUG00000011104.2,0.34198272,0.3935233,-0.051540583,5.611454882831485e-09
SIM2_ENSTGUG00000004856.2,0.00061639457,0.00026768632,0.00034870824,0.28246243305276786
PTPN6_ENSTGUG00000013276.2,0.062537834,0.1383074,-0.07576956,3.258151270236102e-51
FLT1_ENSTGUG00000011631.2,0.12157225,0.12318831,-0.0016160607,0.7807392390183345
CLDN14_ENSTGUG00000004853.2,0.0,0.0,0.0,
CHAF1B_ENSTGUG00000004832.2,0.12811953,0.12260098,0.005518548,0.2740510368644577
_ENSTGUG00000029311.1,0.0010466387,0.0013987054,-0.0003520667,0.49625113974121804
MORC3_ENSTGUG00000004803.2,0.08034492,0.10929476,-0.028949834,7.594969153680327e-11
PHB2_ENSTGUG00000013273.2,0.19341882,0.23985723,-0.04643841,4.501665770592436e-12
PAN3_ENSTGUG00000011627.2,0.0951187,0.11682381,-0.021705106,2.701223748872099e-06
IPO5_ENSTGUG00000011084.2,0.10315493,0.12827933,-0.0251244,4.1140280636511197e-07
DOP1B_ENSTGUG00000004760.2,0.019321848,0.025869526,-0.0065476783,0.0030008383032235656
EMG1_ENSTGUG00000013271.2,0.039420377,0.04923542,-0.009815041,0.0008633525536895803
LPCAT3_ENSTGUG00000013269.2,0.07109532,0.10507514,-0.033979826,1.5579261103980546e-15
CBR1_ENSTGUG00000019381.1,0.1381819,0.18279237,-0.04461047,1.760640241502173e-15
SETD4_ENSTGUG00000004731.2,0.0075245174,0.008194857,-0.0006703399,0.6075052618531808
_ENSTGUG00000025717.1,0.0030817026,0.0042838533,-0.0012021507,0.15543041232462199
FARP1_ENSTGUG00000011061.2,0.08470073,0.12192575,-0.037225015,1.229489866813051e-14
C1S_ENSTGUG00000013265.2,0.006333662,0.032292537,-0.025958875,1.749966844803066e-45
RUNX1_ENSTGUG00000026657.1,0.049984846,0.08222126,-0.032236416,2.1710748705319403e-15
_ENSTGUG00000028584.1,0.0,0.0,0.0,
_ENSTGUG00000024896.1,0.0,0.0,0.0,
FLT3_ENSTGUG00000011607.2,0.0356392,0.038569856,-0.002930656,0.3640793219532886
_ENSTGUG00000027575.1,0.0006514996,0.00063056283,2.0936772e-05,0.9473097044372965
C1R_ENSTGUG00000013261.2,0.019096246,0.07564099,-0.056544743,1.6318388163369377e-73
_ENSTGUG00000020702.1,0.00373609,0.00972277,-0.0059866803,1.2734685718684215e-07
_ENSTGUG00000019707.1,0.0004000304,0.00020372061,0.00019630979,0.4218509738904457
_ENSTGUG00000022903.1,0.008002326,0.010872583,-0.002870257,0.03718492421733645
RBP5_ENSTGUG00000013259.2,0.19855528,0.20223758,-0.0036823004,0.5910043853862067
STK24_ENSTGUG00000011049.2,0.040904842,0.039564714,0.0013401285,0.6610420262076382
_ENSTGUG00000020828.1,0.09277616,0.10409243,-0.01131627,0.01837275840830893
_ENSTGUG00000022411.1,0.0,0.0,0.0,
CDX2_ENSTGUG00000024715.1,0.00015169829,0.00045184515,-0.00030014687,0.21964474800200054
SLC15A1_ENSTGUG00000011018.2,0.00025368037,0.0012671028,-0.0010134224,0.009291174470076529
_ENSTGUG00000023546.1,0.00029057945,0.00019096587,9.961358e-05,0.685596283727768
_ENSTGUG00000011604.2,0.0,0.0,0.0,
CLSTN3_ENSTGUG00000013253.2,1.3623646,1.0591537,0.30321097,2.5900569253584145e-76
_ENSTGUG00000027887.1,0.00065749715,0.00081744796,-0.00015995081,0.7085070918912764
_ENSTGUG00000027764.1,0.0,0.0,0.0,
_ENSTGUG00000029135.1,4.2636482e-05,0.0,4.2636482e-05,0.31731958318813963
_ENSTGUG00000028642.1,0.0073354044,0.0064433916,0.00089201285,0.4644858956430321
_ENSTGUG00000024183.1,0.0016535218,0.0010380299,0.0006154919,0.22579413295951187
GSX1_ENSTGUG00000011603.2,0.0,0.0,0.0,
_ENSTGUG00000016312.2,0.16358177,0.19994621,-0.036364436,3.4196837240905652e-09
_ENSTGUG00000028842.1,0.010141504,0.009621242,0.00052026194,0.7235073704054857
KCNE2_ENSTGUG00000022758.1,0.00016572345,0.00026852766,-0.0001028042,0.5916733158444443
_ENSTGUG00000026413.1,0.1675262,0.1846107,-0.017084494,0.004587912640305961
_ENSTGUG00000029395.1,0.0,1.0043016e-05,-1.0043016e-05,0.3173149379244081
DOCK9_ENSTGUG00000010967.2,0.21973523,0.24697037,-0.027235135,0.00028838539140960237
_ENSTGUG00000013252.2,0.009722064,0.014631485,-0.0049094204,0.0016128798217650829
LNX2_ENSTGUG00000011590.2,0.079279274,0.08638652,-0.007107243,0.10712260260559632
SLC5A3_ENSTGUG00000026353.1,0.5939646,0.5670342,0.026930392,0.014650583533410684
_ENSTGUG00000028500.1,0.0,0.0,0.0,
MTIF3_ENSTGUG00000011587.2,0.10346261,0.11468819,-0.011225581,0.01812141752421573
_ENSTGUG00000024645.1,0.0,0.0,0.0,
PEX5_ENSTGUG00000013248.2,0.043657105,0.058901418,-0.015244313,4.426624175100003e-06
UBAC2_ENSTGUG00000010963.2,0.14890105,0.23036753,-0.08146648,1.0504527100213598e-39
_ENSTGUG00000000461.2,0.6143808,0.73848087,-0.12410009,3.3761924232913512e-28
GTF3A_ENSTGUG00000011584.2,0.020294195,0.04215558,-0.021861384,1.0482334320956125e-19
ST6GAL2_ENSTGUG00000009703.2,0.072600596,0.054352038,0.018248558,4.151832772463661e-06
GPR18_ENSTGUG00000018506.2,0.019488089,0.04328953,-0.023801442,2.4105552424859273e-18
_ENSTGUG00000022711.1,0.0,0.00010701336,-0.00010701336,0.31731343803979994
_ENSTGUG00000000464.2,0.00053766975,0.00052710297,1.0566786e-05,0.9728039205073082
GPR183_ENSTGUG00000010965.2,0.036165066,0.036210626,-4.55603e-05,0.9879531119018251
RASL11A_ENSTGUG00000011581.2,0.007518643,0.0061422996,0.0013763434,0.308378623736907
NUFIP1_ENSTGUG00000012321.2,0.029330743,0.03696254,-0.0076317955,0.0046855912050920295
_ENSTGUG00000010961.2,0.0,0.0,0.0,
_ENSTGUG00000021638.1,0.0,0.003908869,-0.003908869,9.041756572721798e-09
_ENSTGUG00000026018.1,0.0,0.0,0.0,
_ENSTGUG00000025868.1,0.0,0.0,0.0,
_ENSTGUG00000019774.1,6.95222e-05,0.0018353707,-0.0017658485,0.0002041408599397867
GPALPP1_ENSTGUG00000012338.2,0.08520012,0.11518366,-0.029983535,5.2070182076244484e-11
RPL21_ENSTGUG00000011571.2,0.8351538,1.2178973,-0.38274348,2.0631673071318777e-180
SLC5A7_ENSTGUG00000009694.2,0.0007602657,0.00057369063,0.00018657505,0.6344260415194742
tgu-mir-2984_ENSTGUG00000019261.1,0.0,0.0,0.0,
_ENSTGUG00000027668.1,0.0,7.7660276e-05,-7.7660276e-05,0.31731176509706766
MYO16_ENSTGUG00000008643.2,0.035859328,0.049971752,-0.014112424,4.48811126440062e-06
NECAP1_ENSTGUG00000021257.1,0.11385549,0.13631903,-0.022463538,1.951968868783988e-05
GTF2F2_ENSTGUG00000012334.2,0.08707778,0.10635625,-0.019278467,1.4453212493817105e-05
_ENSTGUG00000017581.2,0.00026436243,0.00041714055,-0.00015277811,0.5172297936498101
TM9SF2_ENSTGUG00000010935.2,0.7867473,0.79567564,-0.008928359,0.4774066783644032
FGF14_ENSTGUG00000010862.2,0.17421979,0.14277406,0.031445727,6.647101212802073e-07
_ENSTGUG00000018724.2,0.00014664758,0.00036534693,-0.00021869935,0.3272887475080175
_ENSTGUG00000013247.2,0.00013812944,0.0,0.00013812944,0.3173182563726759
_ENSTGUG00000023024.1,0.00019351828,0.0,0.00019351828,0.1653593907711089
ZBTB20_ENSTGUG00000013404.2,0.19133914,0.2292629,-0.03792377,6.57511977708178e-09
KCTD4_ENSTGUG00000022029.1,0.053816244,0.08364403,-0.029827788,8.727520538462096e-15
_ENSTGUG00000021478.1,0.0002616714,9.077978e-05,0.00017089162,0.34472243193714946
_ENSTGUG00000018670.2,0.00026151465,0.00019182266,6.969199e-05,0.7337624895558263
_ENSTGUG00000021757.1,0.0052551776,0.008723557,-0.0034683794,0.002995242830062295
_ENSTGUG00000022339.1,7.301519e-05,0.00065776677,-0.0005847516,0.014125358539195214
_ENSTGUG00000023187.1,0.0009836059,0.0013356295,-0.00035202364,0.4189310347030134
_ENSTGUG00000023696.1,0.0,0.0,0.0,
_ENSTGUG00000019783.1,0.00047125408,0.0014264763,-0.0009552222,0.01277655636033016
_ENSTGUG00000024886.1,0.01548204,0.021071138,-0.0055890977,0.0002516804499362422
_ENSTGUG00000027314.1,0.00041845866,0.0009306162,-0.00051215757,0.14135954343865606
FOXJ2_ENSTGUG00000013133.2,0.07750943,0.09549974,-0.017990306,3.817231644833386e-05
EPHA1_ENSTGUG00000013242.2,0.001373719,0.0012282738,0.00014544511,0.784393494446054
_ENSTGUG00000027455.1,0.0008129124,0.0015257207,-0.0007128083,0.07761697329028519
USP12_ENSTGUG00000011564.2,0.033472672,0.0468356,-0.013362929,1.8071347145953578e-05
_ENSTGUG00000020489.1,0.0070075276,0.0069887415,1.8786173e-05,0.9872183703466872
_ENSTGUG00000025226.1,0.0003336175,0.0006213311,-0.0002877136,0.267836513227063
SULT1C3_ENSTGUG00000009666.2,0.0,0.000108326756,-0.000108326756,0.19643675680432746
_ENSTGUG00000019658.1,0.002252213,0.0039885826,-0.0017363697,0.031228961464439053
TPT1_ENSTGUG00000012322.2,1.5441812,2.0205834,-0.47640216,3.177300795342717e-192
_ENSTGUG00000029367.1,0.0003336175,0.0006213311,-0.0002877136,0.267836513227063
_ENSTGUG00000022524.1,0.012531684,0.008503143,0.004028541,0.004238780757910841
_ENSTGUG00000019439.1,0.0005950138,0.0009101393,-0.0003151255,0.3872843913778137
_ENSTGUG00000013125.2,0.6167983,0.46611196,0.15068632,4.924944044135669e-41
_ENSTGUG00000020854.1,0.0023054862,0.0027260762,-0.00042058993,0.5381783319802262
_ENSTGUG00000000472.2,0.023452729,0.027800374,-0.0043476447,0.05629431663286511
TPP2_ENSTGUG00000010859.2,0.0862048,0.119414076,-0.03320928,6.49134634261431e-13
CLYBL_ENSTGUG00000010925.2,0.04348176,0.042977285,0.0005044751,0.8673725078809558
_ENSTGUG00000018676.2,0.0001194108,7.987574e-05,3.9535058e-05,0.765089980305352
GAP43_ENSTGUG00000029244.1,0.25204802,0.27517873,-0.023130715,0.0038505557464925165
_ENSTGUG00000013123.2,0.00016499027,0.0,0.00016499027,0.31731917937406484
SLC25A30_ENSTGUG00000012317.2,0.012047752,0.012781276,-0.00073352456,0.6641881136187207
GCC2_ENSTGUG00000009650.2,0.12027052,0.13645351,-0.016182989,0.0020941720550608583
_ENSTGUG00000020539.1,0.0010241886,0.0012870607,-0.00026287208,0.6133120095551179
_ENSTGUG00000013403.2,0.0059224823,0.0063498826,-0.00042740023,0.6789180410686787
ZYX_ENSTGUG00000013238.2,0.096436635,0.15737122,-0.06093459,2.1969717629719395e-31
GPR12_ENSTGUG00000029743.1,0.03320239,0.03420994,-0.0010075495,0.7329827309776518
_ENSTGUG00000027396.1,0.0,0.00011707574,-0.00011707574,0.31731147665925025
_ENSTGUG00000013121.2,0.0,0.0,0.0,
_ENSTGUG00000027000.1,0.0,6.907037e-05,-6.907037e-05,0.3173224951060384
COG3_ENSTGUG00000012310.2,0.030721905,0.035169903,-0.0044479985,0.08942963698128503
_ENSTGUG00000021057.1,0.02343991,0.030246435,-0.0068065245,0.003771588293414413
_ENSTGUG00000024054.1,0.000120169105,0.0,0.000120169105,0.31731491050302646
_ENSTGUG00000029648.1,0.0037837615,0.020967146,-0.017183386,1.3442291455673652e-25
LSAMP_ENSTGUG00000013402.2,0.67157704,0.659065,0.012512028,0.3006696395822311
WASF3_ENSTGUG00000011551.2,0.058486667,0.08771886,-0.029232193,1.1732054004435869e-12
ZIC5_ENSTGUG00000025793.1,0.0024294334,0.0044348394,-0.002005406,0.014511626975017382
_ENSTGUG00000013118.2,0.0008382544,0.0012558759,-0.00041762152,0.2797805094269213
ZIC2_ENSTGUG00000019764.1,0.011646777,0.012099505,-0.000452728,0.7729272798963156
_ENSTGUG00000024362.1,0.00035348226,0.0029052785,-0.0025517961,1.2119394111843073e-06
LIMS1_ENSTGUG00000009631.2,0.08502447,0.11886122,-0.033836752,3.84013917305008e-13
AICDA_ENSTGUG00000020635.1,0.0001354819,0.0008722805,-0.0007367986,0.013946365329596769
_ENSTGUG00000012308.2,0.00028996152,0.00138901,-0.0010990484,0.014746410101631587
PCCA_ENSTGUG00000010915.2,0.25032488,0.27658662,-0.026261747,0.00024046844055552793
_ENSTGUG00000025112.1,0.0034110697,0.0061488226,-0.0027377529,0.0024492252944035607
_ENSTGUG00000021002.1,0.046457555,0.055481695,-0.0090241395,0.0064948700494719055
_ENSTGUG00000022659.1,0.00010925254,0.00013331712,-2.4064582e-05,0.8698278348666099
_ENSTGUG00000026136.1,0.00083835906,0.0021594597,-0.0013211006,0.007357095570799385
METTL21C_ENSTGUG00000010858.2,0.001972296,0.0025490809,-0.00057678483,0.3332169607305757
FAM131B_ENSTGUG00000025364.1,0.14075752,0.11960443,0.021153085,0.00027080476245547785
_ENSTGUG00000026028.1,0.0047553503,0.004859457,-0.0001041065,0.915814968802463
_ENSTGUG00000018784.1,0.0010536888,0.0017920871,-0.0007383983,0.12546743601624258
_ENSTGUG00000019666.1,0.00075115595,0.0008877688,-0.00013661286,0.7559833127218981
RANBP2_ENSTGUG00000009571.2,0.14447518,0.19690092,-0.052425742,4.41288160485025e-18
_ENSTGUG00000022716.1,0.0,0.0,0.0,
_ENSTGUG00000023845.1,0.0058326623,0.007450931,-0.0016182684,0.1641304368154548
SIAH3_ENSTGUG00000012307.2,0.005263828,0.005241629,2.2199005e-05,0.9848360001643233
_ENSTGUG00000022361.1,0.21070333,0.26932487,-0.05862154,1.612510039728853e-18
_ENSTGUG00000027287.1,0.031902134,0.038038515,-0.00613638,0.0008604402288025283
_ENSTGUG00000010856.2,0.030126756,0.023502996,0.00662376,0.005508124618234553
MFAP5_ENSTGUG00000025164.1,0.002811141,0.003269583,-0.0004584419,0.5563756937842814
_ENSTGUG00000022290.1,0.028729457,0.035453696,-0.0067242384,8.734666512684566e-05
FBXL3_ENSTGUG00000012555.2,0.12507477,0.12696032,-0.0018855482,0.6880801529270864
CDK8_ENSTGUG00000011534.2,0.02756045,0.030169996,-0.0026095454,0.29847301867379433
_ENSTGUG00000029293.1,0.010186509,0.010292913,-0.000106403604,0.9328341758143185
GGACT_ENSTGUG00000019286.1,0.7950615,1.0238209,-0.22875935,4.34996193848956e-79
_ENSTGUG00000023152.1,0.017102236,0.023797933,-0.006695697,0.00051958315059052
POGLUT2_ENSTGUG00000010849.2,0.083607554,0.09402357,-0.010416016,0.017674809231690687
_ENSTGUG00000028298.1,0.002699654,0.0058282125,-0.0031285584,0.0005030630158461792
_ENSTGUG00000023607.1,0.013638907,0.014234228,-0.00059532095,0.7278216484477139
_ENSTGUG00000024202.1,0.026786592,0.03019076,-0.0034041684,0.15692118687177672
_ENSTGUG00000023833.1,0.23662238,0.25205714,-0.015434757,0.02582962862934521
_ENSTGUG00000028327.1,0.013427308,0.015504592,-0.0020772843,0.2430089432496307
_ENSTGUG00000026154.1,0.001366287,0.0024673294,-0.0011010424,0.05329926884202164
