GeneNames,control,experiment,logFC,p-value
_ENSTGUG00000012972.2,0.023799116,0.029456597,-0.005657481,0.027258377286925067
SEL1L_ENSTGUG00000012387.2,0.24265465,0.2673792,-0.024724543,0.001262863142401981
_ENSTGUG00000022101.1,0.013258685,0.012809461,0.00044922438,0.7870306577895831
DAGLA_ENSTGUG00000006570.2,0.14384995,0.13900201,0.004847944,0.4003087410624343
TRAF6_ENSTGUG00000023943.1,0.0427187,0.05433206,-0.011613358,0.00032792131003709155
_ENSTGUG00000029171.1,0.028246759,0.047903627,-0.019656869,3.852540561560464e-11
SYT16_ENSTGUG00000012975.2,0.014161966,0.018199705,-0.004037739,0.033917152748455796
_ENSTGUG00000019722.1,0.00027764827,0.00023610548,4.1542793e-05,0.8647372287474535
SNAPC1_ENSTGUG00000012976.2,0.06016563,0.07472232,-0.014556691,0.00020219843968301496
RAG1_ENSTGUG00000010147.2,0.0,0.0,0.0,
RAG2_ENSTGUG00000010148.2,0.00014877963,0.00030720612,-0.0001584265,0.4648591631155078
CSRP3_ENSTGUG00000015869.2,0.0008706901,0.0021009268,-0.0012302367,0.025309093575721926
_ENSTGUG00000024922.1,0.0,0.00012721003,-0.00012721003,0.3173145917967782
_ENSTGUG00000010152.2,0.09386993,0.09930677,-0.0054368377,0.22466290231928612
_ENSTGUG00000023695.1,0.0005887259,0.00073811755,-0.00014939165,0.7060381122417132
HIF1A_ENSTGUG00000012978.2,0.23507752,0.2717302,-0.0366527,5.510394765653252e-07
_ENSTGUG00000019025.1,0.009918615,0.007941702,0.0019769128,0.16965230423433933
_ENSTGUG00000007501.2,0.011381819,0.013617148,-0.0022353288,0.17520900615646892
E2F8_ENSTGUG00000015857.2,0.007006049,0.00801907,-0.001013021,0.4163695648799376
FLRT2_ENSTGUG00000012394.2,0.6028549,0.42460883,0.17824608,4.691253208006067e-58
_ENSTGUG00000021610.1,0.003982772,0.0036757174,0.00030705472,0.7533720926104783
_ENSTGUG00000020060.1,0.00038547025,0.00024374037,0.00014172988,0.593769441628248
_ENSTGUG00000019660.1,0.008819032,0.011958641,-0.0031396085,0.014754832432857898
_ENSTGUG00000029493.1,5.7920373e-05,0.00022866653,-0.00017074615,0.32555622330016265
_ENSTGUG00000027143.1,0.0038879162,0.004835339,-0.0009474226,0.29798357522611346
_ENSTGUG00000012981.2,0.0063109044,0.011773419,-0.0054625142,0.0002276006116690232
_ENSTGUG00000020081.1,0.03434422,0.022998964,0.011345254,3.893073401221899e-05
_ENSTGUG00000025797.1,0.0025668805,0.006416666,-0.0038497853,5.054238621579967e-05
_ENSTGUG00000024508.1,0.0039292565,0.0032342284,0.0006950281,0.34481216536315296
MYRF_ENSTGUG00000006600.2,0.04740836,0.071250126,-0.023841765,2.166849163933317e-12
_ENSTGUG00000028880.1,0.0,0.0,0.0,
_ENSTGUG00000028294.1,0.0,0.00054130587,-0.00054130587,0.012302871226770333
SLC38A6_ENSTGUG00000012985.2,0.014574662,0.030794648,-0.016219987,5.01765023813434e-12
GALC_ENSTGUG00000012397.2,0.04736142,0.054702662,-0.0073412433,0.02298557772389953
LRRC4C_ENSTGUG00000010154.2,0.24077864,0.2542268,-0.013448164,0.07280840068748676
TRMT5_ENSTGUG00000024106.1,0.02183081,0.02548904,-0.0036582295,0.09816362149404524
NAV2_ENSTGUG00000015800.2,0.11900197,0.15545462,-0.03645265,5.598576718884077e-11
MNAT1_ENSTGUG00000012990.2,0.033438973,0.049251568,-0.015812594,1.543748359855414e-08
_ENSTGUG00000024210.1,0.0062503535,0.007662815,-0.0014124615,0.17244850891909108
_ENSTGUG00000023168.1,0.00032053323,0.0006088522,-0.00028831896,0.3307817689814102
_ENSTGUG00000024046.1,0.0062503535,0.007662815,-0.0014124615,0.17244850891909108
GPR65_ENSTGUG00000012402.2,0.0009710368,0.008982441,-0.008011404,4.5830095466885156e-14
API5_ENSTGUG00000010156.2,0.25286037,0.30536842,-0.052508056,2.5587553605907977e-12
KCNK10_ENSTGUG00000012403.2,0.0046579414,0.010805941,-0.006148,4.483817852148106e-06
TMEM258_ENSTGUG00000021636.1,0.7021158,0.7545142,-0.052398443,5.907645179369671e-06
SIX4_ENSTGUG00000026366.1,0.47814384,0.46657228,0.011571556,0.1644035156746032
FEN1_ENSTGUG00000006627.2,0.043891337,0.0568427,-0.012951363,3.996059743476921e-05
TTC17_ENSTGUG00000010175.2,0.44852716,0.4781491,-0.029621929,0.0015436129701346072
SIX1_ENSTGUG00000024190.1,0.010261267,0.0120189525,-0.0017576851,0.2321558657495565
_ENSTGUG00000006630.2,0.0,0.0,0.0,
SIX6_ENSTGUG00000012995.2,0.00034627804,0.0005249425,-0.00017866443,0.5278802907781948
C14orf39_ENSTGUG00000022024.1,0.00010514541,0.00022201228,-0.000116866875,0.509539370381568
_ENSTGUG00000018884.1,0.00040667696,0.0013862532,-0.0009795763,0.013891679444413496
_ENSTGUG00000018780.1,0.004202196,0.0028913845,0.0013108114,0.15543892620423844
SPATA7_ENSTGUG00000026673.1,0.028630469,0.034761902,-0.006131433,0.015432129631200055
RMDN3_ENSTGUG00000006637.2,0.026918188,0.025482293,0.0014358945,0.5364977512340934
_ENSTGUG00000006659.2,0.00031772928,0.0010410403,-0.000723311,0.03571882425802644
PPM1A_ENSTGUG00000022913.1,0.2348208,0.30022126,-0.06540047,1.498950161996851e-18
_ENSTGUG00000024013.1,0.029971512,0.029974064,-2.5518239e-06,0.9991988830633811
DNAJC17_ENSTGUG00000026553.1,0.06758505,0.099050015,-0.031464964,3.7266268949490945e-14
DHRS7_ENSTGUG00000013000.2,0.05713273,0.10347798,-0.04634525,2.223179793791826e-32
PTPN21_ENSTGUG00000012408.2,0.048922114,0.053914227,-0.0049921125,0.13273729688072258
_ENSTGUG00000022528.1,0.0,0.0,0.0,
PCNX4_ENSTGUG00000013002.2,0.03970065,0.04565243,-0.005951781,0.049005399597279536
C15orf62_ENSTGUG00000006683.2,0.02430454,0.027142681,-0.0028381404,0.21987259506248777
HSD17B12_ENSTGUG00000010212.2,0.38095328,0.3816479,-0.00069463253,0.939794096767774
_ENSTGUG00000006685.2,0.0,0.00037613287,-0.00037613287,0.08544663326777122
ZC3H14_ENSTGUG00000012417.2,0.041795973,0.05644514,-0.014649168,2.292386154203176e-06
_ENSTGUG00000022591.1,0.027214019,0.021307427,0.005906591,0.011470530510315624
MRPL21_ENSTGUG00000006693.2,0.09573375,0.11670963,-0.02097588,1.1777811647881269e-05
tgu-mir-129_ENSTGUG00000017599.2,0.0,0.0,0.0,
RTN1_ENSTGUG00000013003.2,2.2811832,2.0392752,0.24190807,9.935321910640464e-42
ALKBH3_ENSTGUG00000010222.2,0.025000913,0.03273759,-0.0077366773,0.0015824864428151464
IGHMBP2_ENSTGUG00000006705.2,0.0071491357,0.012871578,-0.0057224426,5.165267483466051e-05
C11orf96_ENSTGUG00000010210.2,0.1353488,0.15002318,-0.01467438,0.023290684259679797
_ENSTGUG00000021844.1,0.00087469706,0.0008614603,1.3236771e-05,0.9740649988942978
_ENSTGUG00000028284.1,0.00087469706,0.0007766806,9.801646e-05,0.8067844721046744
_ENSTGUG00000022187.1,0.0,0.0,0.0,
_ENSTGUG00000010232.2,0.012536027,0.01664587,-0.0041098427,0.01799381471634863
SYT12_ENSTGUG00000006722.2,0.050054792,0.048411146,0.0016436465,0.6495475953793977
JKAMP_ENSTGUG00000013008.2,0.1548531,0.14976072,0.0050923824,0.3929067147682881
PTDSS2_ENSTGUG00000006737.2,0.13801044,0.15743068,-0.019420236,0.0008318945870787351
L3HYPDH_ENSTGUG00000013009.2,0.024867233,0.05398036,-0.029113129,3.325276103642787e-27
GPR135_ENSTGUG00000021446.1,0.00020592636,8.108329e-05,0.00012484306,0.5614596100297826
EML5_ENSTGUG00000026833.1,0.037540454,0.046937782,-0.009397328,0.001278073331549757
DAAM1_ENSTGUG00000013012.2,0.19536757,0.18571827,0.009649307,0.14245635442629898
EXT2_ENSTGUG00000010249.2,0.1940409,0.19213402,0.0019068718,0.7813921717375402
ANO9_ENSTGUG00000006753.2,0.0001733316,0.00034110455,-0.00016777295,0.49599528578377694
SIGIRR_ENSTGUG00000006773.2,0.0,6.7002446e-05,-6.7002446e-05,0.3173191491637348
PKP3_ENSTGUG00000006785.2,0.0,8.051206e-05,-8.051206e-05,0.3173173608247493
_ENSTGUG00000023608.1,0.0031863956,0.007535515,-0.004349119,2.8773664647432334e-06
ALX4_ENSTGUG00000022675.1,0.0011811472,0.0017435198,-0.0005623726,0.2830350806905806
B4GALNT4_ENSTGUG00000006890.2,0.17762339,0.20777807,-0.030154675,3.2786579921379047e-06
_ENSTGUG00000020508.1,0.0,0.0,0.0,
DBX1_ENSTGUG00000015791.2,8.939215e-05,0.0,8.939215e-05,0.31732148688760287
_ENSTGUG00000025183.1,0.0010249397,0.0014640688,-0.00043912907,0.3733800873616877
CD82_ENSTGUG00000010270.2,0.258678,0.27713838,-0.018460393,0.018716177902512912
_ENSTGUG00000013021.2,0.012626098,0.009271123,0.003354974,0.03324986197313637
_ENSTGUG00000024527.1,0.0004120115,0.0010264355,-0.000614424,0.03565587761046893
PRMT3_ENSTGUG00000015757.2,0.038485166,0.043992247,-0.0055070817,0.06250930777457278
_ENSTGUG00000024620.1,0.0003531198,0.000508807,-0.00015568722,0.5169084992786274
_ENSTGUG00000019998.1,0.020833442,0.020554079,0.00027936324,0.8948725958451945
_ENSTGUG00000027936.1,0.0,0.0,0.0,
_ENSTGUG00000028383.1,0.006677945,0.011021635,-0.0043436894,0.00040662345065665457
_ENSTGUG00000027763.1,0.007815299,0.013397668,-0.005582369,5.3509730234850756e-05
DACT1_ENSTGUG00000013023.2,0.04036561,0.05903976,-0.01867415,1.2165712220077466e-08
TSPAN18_ENSTGUG00000028163.1,0.07726727,0.073970705,0.0032965615,0.4255135598248285
TIMM9_ENSTGUG00000013029.2,0.14839919,0.15811878,-0.009719595,0.08322582798074493
TP53I11_ENSTGUG00000019013.1,0.026473738,0.038901173,-0.012427434,7.53044240156911e-06
_ENSTGUG00000029566.1,0.011654714,0.078799315,-0.0671446,9.945881757742694e-95
TTC8_ENSTGUG00000012434.2,0.11970342,0.13036495,-0.010661535,0.03795581686294472
ARID4A_ENSTGUG00000013032.2,0.16357055,0.23154603,-0.06797548,1.711033263836735e-25
_ENSTGUG00000023359.1,0.0,0.0,0.0,
PRDM11_ENSTGUG00000028029.1,0.050751824,0.068660975,-0.01790915,2.9228482186583606e-07
IFITM5_ENSTGUG00000006845.2,9.4504896e-05,0.0009858498,-0.00089134485,0.0047058093718418
PGGHG_ENSTGUG00000006825.2,0.0016694242,0.00085729675,0.0008121275,0.1201006804141298
SYT13_ENSTGUG00000027086.1,0.19404401,0.12584536,0.06819865,6.455230799475923e-25
SLC6A5_ENSTGUG00000015718.2,0.0005876143,0.00030954392,0.0002780704,0.4012588281770174
_ENSTGUG00000006849.2,0.0,0.015376887,-0.015376887,3.979104128474894e-34
_ENSTGUG00000027618.1,0.0001168786,0.00031847303,-0.00020159443,0.31061645461804654
_ENSTGUG00000020809.1,3.1734005e-05,9.7187774e-05,-6.545377e-05,0.5220378378397001
_ENSTGUG00000021100.1,0.027072702,0.031302117,-0.004229415,0.10324363165157013
FOXN3_ENSTGUG00000012441.2,0.15559317,0.1754834,-0.019890234,0.0010997956744224564
PSMD13_ENSTGUG00000006851.2,0.16261774,0.18303736,-0.020419613,0.0007101551505198462
_ENSTGUG00000023956.1,0.01738593,0.030444138,-0.013058208,1.1595049034071261e-08
FUT8_ENSTGUG00000010311.2,0.13035867,0.14506635,-0.0147076845,0.009273625492538939
PSMA3_ENSTGUG00000013036.2,0.4298727,0.5595274,-0.1296547,1.2773013451741951e-39
SIRT3_ENSTGUG00000006886.2,0.03440349,0.037175667,-0.0027721748,0.3128444544599888
_ENSTGUG00000021501.1,0.0002717344,0.00029495967,-2.3225264e-05,0.9269211130642664
C1QTNF4_ENSTGUG00000010341.2,0.80475396,0.7121507,0.092603266,6.57308058192678e-12
ACTR10_ENSTGUG00000013040.2,0.24293019,0.27593493,-0.033004746,8.727425802990868e-06
_ENSTGUG00000019183.1,0.0007133394,0.0012269922,-0.0005136528,0.27889914537789645
_ENSTGUG00000019362.1,6.962367e-05,0.00011887448,-4.925081e-05,0.6520765127735725
TDP1_ENSTGUG00000012443.2,0.06620054,0.08141689,-0.015216351,9.771902112513505e-05
BET1L_ENSTGUG00000025632.1,0.044217814,0.054193635,-0.009975821,0.002084953138187676
ARMH4_ENSTGUG00000021718.1,0.12680247,0.12744099,-0.00063851476,0.9085118272109807
NDUFS3_ENSTGUG00000010343.2,0.43041354,0.4480269,-0.017613351,0.061529771472254205
VPS51_ENSTGUG00000006901.2,0.116166495,0.10940958,0.0067569166,0.17383827105748803
KCNK13_ENSTGUG00000026503.1,0.052668013,0.059200354,-0.0065323412,0.08696113490778
_ENSTGUG00000006913.2,0.016925504,0.019945774,-0.0030202698,0.14064982643705398
PSMC1_ENSTGUG00000012452.2,0.27278328,0.31553188,-0.0427486,2.1619665163389403e-08
KBTBD4_ENSTGUG00000010361.2,0.020662395,0.023429513,-0.0027671177,0.2093327801126019
SLC35F4_ENSTGUG00000013048.2,0.01796414,0.020157535,-0.002193395,0.2786672133592891
_ENSTGUG00000006928.2,0.007794491,0.004687217,0.003107274,0.011543855130453638
PTPMT1_ENSTGUG00000010369.2,0.122478716,0.1156569,0.0068218186,0.1812856454790782
CCDC198_ENSTGUG00000020389.1,0.010295808,0.009668608,0.0006272001,0.6487984192977532
NAA30_ENSTGUG00000026471.1,0.08047217,0.093010046,-0.012537874,0.004418784611526109
_ENSTGUG00000019230.1,0.0010237766,0.00070286077,0.00032091583,0.4643105854208861
LRRC55_ENSTGUG00000026552.1,0.0012624387,0.00058672327,0.00067571545,0.1660706386392442
AP5M1_ENSTGUG00000013050.2,0.01113286,0.018478137,-0.007345277,2.768081139083725e-05
CELF1_ENSTGUG00000010377.2,0.15617386,0.20084238,-0.044668525,2.293576025207359e-13
APLNR_ENSTGUG00000025156.1,0.0010937266,0.00058821245,0.00050551415,0.2999796764880886
P2RX3_ENSTGUG00000027517.1,0.001107525,0.0015510318,-0.00044350687,0.41331834672332834
NRDE2_ENSTGUG00000012462.2,0.10600869,0.12178013,-0.015771434,0.0007916743737881464
EXOC5_ENSTGUG00000013051.2,0.16915177,0.17008474,-0.0009329766,0.874715184181079
RAPSN_ENSTGUG00000010400.2,0.16484284,0.2057354,-0.040892556,1.881953433814087e-11
SSRP1_ENSTGUG00000006961.2,0.112819865,0.11965334,-0.0068334714,0.16225537180253866
PSMC3_ENSTGUG00000028944.1,0.03415913,0.041054405,-0.006895274,0.004448633592041007
_ENSTGUG00000029689.1,0.008771026,0.010686605,-0.0019155797,0.16769639651956167
_ENSTGUG00000026040.1,0.00075644074,0.0004418851,0.00031455565,0.3554554683385933
_ENSTGUG00000021264.1,0.00033703822,6.9474663e-06,0.00033009076,0.019633720027713606
SLC43A3_ENSTGUG00000016253.2,0.114686124,0.118798606,-0.004112482,0.42860604521214396
CALM1_ENSTGUG00000019117.1,2.2296622,2.2652256,-0.03556347,0.02177680042235996
SLC39A13_ENSTGUG00000010418.2,0.2793131,0.27073893,0.008574158,0.29124167794843964
RTN4RL2_ENSTGUG00000019089.1,0.067191735,0.07226104,-0.005069308,0.23346303962582676
OTX2_ENSTGUG00000013055.2,0.0,0.0,0.0,
TIMM10_ENSTGUG00000024064.1,0.12235555,0.11398806,0.008367494,0.10490163301357924
TMEM260_ENSTGUG00000013057.2,0.02431753,0.027939633,-0.0036221016,0.123908076390784
_ENSTGUG00000027688.1,0.0,0.0009371231,-0.0009371231,0.0014521293386372844
_ENSTGUG00000006999.2,0.0073937704,0.029523803,-0.022130033,2.7382662921203456e-29
_ENSTGUG00000028752.1,0.0029566444,0.0044756522,-0.0015190078,0.10871858298728203
SPI1_ENSTGUG00000026691.1,0.06053207,0.19564985,-0.13511777,1.6036479696879638e-118
_ENSTGUG00000019236.1,0.00082836836,0.0008581103,-2.9741961e-05,0.9442668399117675
_ENSTGUG00000023886.1,0.00043814717,0.0007166157,-0.00027846853,0.354684213660445
PELI2_ENSTGUG00000026455.1,0.023393529,0.030422539,-0.00702901,0.0028507819196646952
TTC7B_ENSTGUG00000012501.2,0.13043757,0.13988881,-0.00945124,0.08993331161047081
_ENSTGUG00000019046.1,0.019497402,0.07325833,-0.05376093,2.33920668899239e-63
MYBPC3_ENSTGUG00000010426.2,0.0062308004,0.007516711,-0.0012859106,0.32158287477050956
YPEL4_ENSTGUG00000023978.1,0.1852651,0.13279305,0.05247204,1.0478713942156622e-17
KTN1_ENSTGUG00000013063.2,0.17081478,0.19508752,-0.02427274,0.00011023447040810123
DHCR7_ENSTGUG00000005254.2,0.11367608,0.11697487,-0.0032987893,0.5313775238980634
CLP1_ENSTGUG00000007002.2,0.029414264,0.04216583,-0.012751566,2.6891979065893683e-06
ZDHHC5_ENSTGUG00000007007.2,0.067621455,0.06814852,-0.000527069,0.8938261709453654
TBPL2_ENSTGUG00000013070.2,0.00017478349,0.0,0.00017478349,0.15858773834304266
MADD_ENSTGUG00000010454.2,0.139671,0.14587496,-0.0062039644,0.2772365875115984
ATG14_ENSTGUG00000013072.2,0.061416335,0.0609799,0.00043643638,0.9064575360578936
NADSYN1_ENSTGUG00000005275.2,0.028666958,0.03273948,-0.004072521,0.1101837572576178
MED19_ENSTGUG00000007039.2,0.08599536,0.113258116,-0.027262755,1.7607848186684369e-09
_ENSTGUG00000007042.2,0.30618656,0.2913493,0.014837265,0.07928551178548356
_ENSTGUG00000023192.1,0.010512706,0.008721618,0.0017910879,0.15135250807629344
_ENSTGUG00000023937.1,0.010322506,0.009627969,0.0006945366,0.5876197487023362
FBXO34_ENSTGUG00000013074.2,0.13217404,0.1602733,-0.028099254,6.810822479418937e-07
_ENSTGUG00000024436.1,0.29954898,0.2814602,0.018088788,0.021438354650974382
RPS6KA5_ENSTGUG00000012514.2,0.16032869,0.14847055,0.011858135,0.040394057760184884
DLGAP5_ENSTGUG00000013075.2,0.0035108747,0.0028015596,0.00070931506,0.3577568659816297
DGLUCY_ENSTGUG00000012521.2,0.025856623,0.036436304,-0.010579681,4.381740264539616e-05
LGALS3_ENSTGUG00000013077.2,0.003927641,0.017986095,-0.014058454,6.21719834427708e-20
_ENSTGUG00000005328.2,0.02990246,0.0324197,-0.0025172401,0.3465302485851295
CTNND1_ENSTGUG00000007067.2,0.041810375,0.06405354,-0.022243168,1.2195809530392963e-11
MAPK1IP1L_ENSTGUG00000013078.2,0.12095669,0.1411725,-0.02021581,0.0001749988963984204
SOCS4_ENSTGUG00000013079.2,0.015538819,0.022395216,-0.006856397,0.0007553368001215509
GPR68_ENSTGUG00000012528.2,0.0002780141,0.0010509766,-0.00077296246,0.02470720328870844
NR1H3_ENSTGUG00000010475.2,0.14632867,0.22004013,-0.073711455,6.727332096205061e-31
_ENSTGUG00000021586.1,0.0,0.0037460215,-0.0037460215,5.802265391500677e-09
WDHD1_ENSTGUG00000013080.2,0.0020535656,0.0025472203,-0.00049365475,0.45665247249596097
CCDC88C_ENSTGUG00000012531.2,0.08545356,0.115674905,-0.030221343,2.3768326668724384e-11
ACP2_ENSTGUG00000010486.2,0.10793208,0.13415046,-0.026218377,2.819796601112101e-08
GCH1_ENSTGUG00000013083.2,0.0005013122,0.0029647925,-0.0024634805,4.044361691281405e-05
LPXN_ENSTGUG00000007113.2,0.004956073,0.025328895,-0.020372823,2.6386845334328012e-27
SAMD4A_ENSTGUG00000013086.2,0.27070427,0.37712184,-0.10641757,8.547808220407616e-39
_ENSTGUG00000007128.2,0.08111958,0.0949188,-0.01379922,0.001288363818909582
DDB2_ENSTGUG00000010493.2,0.13866295,0.16774037,-0.029077426,4.3824380658614304e-08
CNTF_ENSTGUG00000007141.2,0.0,0.0,0.0,
CCND1_ENSTGUG00000005350.2,0.23543945,0.27406916,-0.03862971,4.4776785253020936e-07
DTX4_ENSTGUG00000007144.2,0.03701009,0.032287717,0.0047223717,0.09235191761777321
_ENSTGUG00000024748.1,0.01820847,0.01575645,0.0024520196,0.23466707727627464
LTO1_ENSTGUG00000024666.1,0.23618898,0.24895915,-0.012770176,0.07640045435486656
PACSIN3_ENSTGUG00000010497.2,0.018515697,0.023796627,-0.0052809305,0.007525853950043209
MPEG1_ENSTGUG00000007155.2,0.059014007,0.13547094,-0.076456934,1.7788477412856043e-51
_ENSTGUG00000022460.1,0.04083655,0.02965756,0.011178991,7.60562876663176e-05
FGF19_ENSTGUG00000019746.1,0.09121352,0.101787746,-0.010574229,0.011827582239785334
_ENSTGUG00000023532.1,0.0027291891,0.0067905243,-0.004061335,2.0554922807679136e-07
PPP4R3A_ENSTGUG00000012541.2,0.09502186,0.11754363,-0.022521771,1.980594357977163e-06
_ENSTGUG00000020671.1,0.00092214963,0.0015653499,-0.00064320024,0.14606557128484582
_ENSTGUG00000024563.1,0.00036762233,0.00062656304,-0.0002589407,0.3074025059894692
CGRRF1_ENSTGUG00000013088.2,0.15373011,0.19998784,-0.046257734,5.1763717628310935e-14
FGF4_ENSTGUG00000019156.1,0.0008278733,0.0007581655,6.970781e-05,0.8517213006440962
SCT_ENSTGUG00000007168.2,0.00029158551,0.00015424067,0.00013734485,0.44178287062303057
FGF3_ENSTGUG00000005379.2,0.00023888824,0.0005505454,-0.00031165715,0.19369345253678055
ARFGAP2_ENSTGUG00000010515.2,0.049640305,0.06538096,-0.015740655,7.760320399048694e-06
DRD4_ENSTGUG00000027051.1,0.0007426345,0.0009098914,-0.00016725686,0.6993886800642111
CNIH1_ENSTGUG00000013093.2,0.35671934,0.37392044,-0.017201096,0.03452606811507861
ANO1_ENSTGUG00000005385.2,0.0064285,0.0036375509,0.0027909493,0.01816740019839337
DEAF1_ENSTGUG00000007185.2,0.014109948,0.013582371,0.00052757654,0.7571611892799806
TC2N_ENSTGUG00000012543.2,0.00024225493,0.0034481725,-0.0032059175,2.2848961819484338e-07
CDKN3_ENSTGUG00000029019.1,0.23072669,0.22272906,0.007997632,0.20601340620822792
BMP4_ENSTGUG00000013095.2,0.009761784,0.0100358715,-0.0002740873,0.8561051491114964
PLEKHG3_ENSTGUG00000007578.2,0.0015103177,0.0020945475,-0.0005842298,0.2655108207785753
_ENSTGUG00000029225.1,0.00015993687,0.00015742276,2.5141053e-06,0.9874922130762935
_ENSTGUG00000021983.1,0.0,8.903607e-05,-8.903607e-05,0.31731188047224285
_ENSTGUG00000020779.1,0.009930289,0.011048241,-0.0011179512,0.3889707623110751
TMEM80_ENSTGUG00000007207.2,0.027934924,0.020350352,0.007584572,0.0009387563761622885
_ENSTGUG00000027175.1,0.004497966,0.0052728066,-0.0007748408,0.3049310181542121
FBLN5_ENSTGUG00000012548.2,0.0015719212,0.0021730715,-0.0006011503,0.4150696674245168
_ENSTGUG00000013097.2,0.012836178,0.018457992,-0.005621814,0.0006954753274848155
TRIP11_ENSTGUG00000012559.2,0.14593525,0.20236413,-0.05642888,1.1409270269282599e-20
C11orf49_ENSTGUG00000010527.2,0.04139145,0.04261479,-0.0012233406,0.6931538554910794
EPS8L2_ENSTGUG00000007213.2,0.0036831624,0.00497511,-0.0012919474,0.15813485972739483
_ENSTGUG00000025798.1,0.09992203,0.12490617,-0.024984136,2.997855571550665e-07
_ENSTGUG00000007225.2,0.015451355,0.026657995,-0.01120664,2.039087430030503e-07
LRP4_ENSTGUG00000010533.2,0.047237497,0.052036155,-0.004798658,0.1460755630625024
NDUFB1_ENSTGUG00000012568.2,0.7758953,0.84185606,-0.065960765,5.129630656635337e-08
NUP160_ENSTGUG00000007581.2,0.038643144,0.04613612,-0.0074929744,0.012931305628067625
CPSF2_ENSTGUG00000012571.2,0.08229325,0.08655838,-0.0042651296,0.30522577055023636
FNBP4_ENSTGUG00000007629.2,0.13096146,0.13737935,-0.0064178854,0.22702114170150373
_ENSTGUG00000020005.1,0.0066863545,0.0051989937,0.0014873608,0.11598816212319267
_ENSTGUG00000019645.1,0.101603895,0.10480111,-0.0031972155,0.4439809494384501
_ENSTGUG00000027158.1,0.0034473622,0.005597431,-0.002150069,0.008838581639265063
_ENSTGUG00000020344.1,0.0029306638,0.0045144376,-0.0015837739,0.029659232767178436
FADD_ENSTGUG00000029237.1,0.014538826,0.017740365,-0.0032015387,0.09310525023313979
_ENSTGUG00000023770.1,0.0,0.0,0.0,
AGBL2_ENSTGUG00000007643.2,0.0050094994,0.0052882754,-0.00027877605,0.7769920687753699
SLC24A4_ENSTGUG00000021487.1,0.30659133,0.27595797,0.03063336,0.00044606593931333376
CKAP5_ENSTGUG00000023569.1,0.20424204,0.22122309,-0.01698105,0.012051236224827198
_ENSTGUG00000013098.2,0.15509598,0.18509552,-0.02999954,1.6540628350307906e-07
PPFIA1_ENSTGUG00000005461.2,0.0830858,0.104731075,-0.021645278,1.3967732695628712e-06
RIN3_ENSTGUG00000012587.2,0.005451747,0.018322911,-0.012871164,4.281272421734559e-15
PAK6_ENSTGUG00000007255.2,0.056909923,0.049290642,0.0076192804,0.04219633822485216
_ENSTGUG00000018033.2,0.0006356029,0.00015134452,0.0004842584,0.15642733929949634
_ENSTGUG00000010580.2,0.00092179375,0.0020293058,-0.001107512,0.03805936259607006
PLCB2_ENSTGUG00000007275.2,0.004458104,0.009627185,-0.005169081,6.233349042353256e-05
ARHGAP1_ENSTGUG00000010593.2,0.18549043,0.2375109,-0.052020475,1.8246655018387565e-16
_ENSTGUG00000027236.1,4.294167e-05,0.000504883,-0.00046194135,0.029793578146703196
LGMN_ENSTGUG00000012588.2,0.42917785,0.521094,-0.09191617,1.0186483352811903e-18
_ENSTGUG00000013101.2,0.011225847,0.017982202,-0.006756355,5.968892367478179e-05
MTCH2_ENSTGUG00000007652.2,0.2258336,0.26961756,-0.043783963,7.809734731432486e-10
NUDT8_ENSTGUG00000007694.2,0.11473112,0.13238484,-0.017653719,0.0006751510503778094
_ENSTGUG00000007703.2,0.31223482,0.3446957,-0.03246087,9.664255469861527e-05
ATG13_ENSTGUG00000010603.2,0.11971721,0.13044101,-0.0107237995,0.02788471068528901
_ENSTGUG00000029781.1,0.0,0.0003240982,-0.0003240982,0.05033356002390819
_ENSTGUG00000007725.2,0.0,0.0,0.0,
_ENSTGUG00000019179.1,0.028773684,0.044794407,-0.016020723,6.839774213161204e-11
INAFM2_ENSTGUG00000019677.1,0.0027417873,0.0020917228,0.00065006455,0.3755794677146652
GOLGA5_ENSTGUG00000012598.2,0.04703751,0.056658592,-0.009621084,0.0036729356612962964
CCDC9B_ENSTGUG00000007285.2,0.03000775,0.045936957,-0.015929207,1.4539540904639561e-08
HARBI1_ENSTGUG00000010627.2,0.030658957,0.03998219,-0.009323232,0.0006247080212614928
DISP2_ENSTGUG00000007292.2,0.034483142,0.034126434,0.00035670772,0.9012823636225068
PSMC6_ENSTGUG00000013103.2,0.11005773,0.12149637,-0.011438645,0.011291315450062985
_ENSTGUG00000018997.1,0.011273973,0.008789502,0.0024844706,0.10395235640819082
AMBRA1_ENSTGUG00000010628.2,0.029320333,0.031123644,-0.0018033106,0.4949062509784584
CHGA_ENSTGUG00000012606.2,0.599679,0.5115114,0.08816761,1.0440398970960027e-13
IVD_ENSTGUG00000007297.2,0.07306228,0.07482482,-0.0017625391,0.6546519777723299
CDK2AP2_ENSTGUG00000022260.1,0.2647453,0.32444602,-0.059700727,2.662716776521733e-14
ITPK1_ENSTGUG00000022207.1,0.16337346,0.21150804,-0.04813458,1.9129927794640933e-14
BAHD1_ENSTGUG00000022512.1,0.041533932,0.053356014,-0.011822082,0.00019682297562711862
_ENSTGUG00000007734.2,0.049204733,0.04393182,0.0052729137,0.11767741407164525
TMEM251_ENSTGUG00000029726.1,0.1816157,0.229159,-0.047543302,3.453034368876777e-13
