,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,cluster
ANAPC1_ENSTGUG00000007360.2,0.0,,,,,,ANAPC1_ENSTGUG00000007360.2,oligodendrocytes 3
NPHP1_ENSTGUG00000007320.2,0.0,,,,,,NPHP1_ENSTGUG00000007320.2,oligodendrocytes 3
_ENSTGUG00000021323.1,0.0,,,,,,_ENSTGUG00000021323.1,oligodendrocytes 3
MTIF2_ENSTGUG00000007064.2,0.0,,,,,,MTIF2_ENSTGUG00000007064.2,oligodendrocytes 3
_ENSTGUG00000007062.2,0.0,,,,,,_ENSTGUG00000007062.2,oligodendrocytes 3
EFEMP1_ENSTGUG00000006870.2,3.25,-0.20837557242540541,3.2249550443863346,0.0041533246992173645,0.9486148700187482,1.0,EFEMP1_ENSTGUG00000006870.2,oligodendrocytes 3
CCDC85A_ENSTGUG00000006863.2,0.25,15.149855401214067,251.89969721048544,1.2917495805852197,0.2557257754497494,0.5241386550705339,CCDC85A_ENSTGUG00000006863.2,oligodendrocytes 3
_ENSTGUG00000019845.1,0.0,,,,,,_ENSTGUG00000019845.1,oligodendrocytes 3
BEND6_ENSTGUG00000012798.2,0.0,,,,,,BEND6_ENSTGUG00000012798.2,oligodendrocytes 3
_ENSTGUG00000022137.1,0.0,,,,,,_ENSTGUG00000022137.1,oligodendrocytes 3
_ENSTGUG00000029770.1,0.0,,,,,,_ENSTGUG00000029770.1,oligodendrocytes 3
BCL11A_ENSTGUG00000006790.2,0.0,,,,,,BCL11A_ENSTGUG00000006790.2,oligodendrocytes 3
_ENSTGUG00000020131.1,0.0,,,,,,_ENSTGUG00000020131.1,oligodendrocytes 3
_ENSTGUG00000019979.1,0.0,,,,,,_ENSTGUG00000019979.1,oligodendrocytes 3
PUS10_ENSTGUG00000006727.2,0.0,,,,,,PUS10_ENSTGUG00000006727.2,oligodendrocytes 3
_ENSTGUG00000006723.2,0.0,,,,,,_ENSTGUG00000006723.2,oligodendrocytes 3
KIAA1841_ENSTGUG00000006710.2,0.0,,,,,,KIAA1841_ENSTGUG00000006710.2,oligodendrocytes 3
APMAP_ENSTGUG00000027797.1,0.0,,,,,,APMAP_ENSTGUG00000027797.1,oligodendrocytes 3
_ENSTGUG00000006040.2,0.0,,,,,,_ENSTGUG00000006040.2,oligodendrocytes 3
SYNDIG1_ENSTGUG00000006051.2,0.0,,,,,,SYNDIG1_ENSTGUG00000006051.2,oligodendrocytes 3
RDH14_ENSTGUG00000013127.2,0.0,,,,,,RDH14_ENSTGUG00000013127.2,oligodendrocytes 3
KCNS3_ENSTGUG00000013126.2,0.0,,,,,,KCNS3_ENSTGUG00000013126.2,oligodendrocytes 3
_ENSTGUG00000029336.1,0.0,,,,,,_ENSTGUG00000029336.1,oligodendrocytes 3
RRBP1_ENSTGUG00000005958.2,2.0,-0.778244502259137,2.9477142875702365,0.06558680163657371,0.7978742375938053,1.0,RRBP1_ENSTGUG00000005958.2,oligodendrocytes 3
SMC6_ENSTGUG00000013110.2,0.25,15.149855401214067,251.89969721048544,1.2917495805852197,0.2557257754497494,0.5241386550705339,SMC6_ENSTGUG00000013110.2,oligodendrocytes 3
MPV17_ENSTGUG00000027242.1,0.0,,,,,,MPV17_ENSTGUG00000027242.1,oligodendrocytes 3
SNX5_ENSTGUG00000005916.2,0.0,,,,,,SNX5_ENSTGUG00000005916.2,oligodendrocytes 3
_ENSTGUG00000027142.1,0.0,,,,,,_ENSTGUG00000027142.1,oligodendrocytes 3
DZANK1_ENSTGUG00000005864.2,0.0,,,,,,DZANK1_ENSTGUG00000005864.2,oligodendrocytes 3
SLC30A3_ENSTGUG00000027834.1,0.0,,,,,,SLC30A3_ENSTGUG00000027834.1,oligodendrocytes 3
GTF3C2_ENSTGUG00000014901.2,0.0,,,,,,GTF3C2_ENSTGUG00000014901.2,oligodendrocytes 3
EIF2B4_ENSTGUG00000014831.2,0.0,,,,,,EIF2B4_ENSTGUG00000014831.2,oligodendrocytes 3
STUM_ENSTGUG00000019558.1,0.0,,,,,,STUM_ENSTGUG00000019558.1,oligodendrocytes 3
LRATD1_ENSTGUG00000013091.2,0.0,,,,,,LRATD1_ENSTGUG00000013091.2,oligodendrocytes 3
_ENSTGUG00000014780.2,0.0,,,,,,_ENSTGUG00000014780.2,oligodendrocytes 3
LPIN1_ENSTGUG00000013085.2,0.0,,,,,,LPIN1_ENSTGUG00000013085.2,oligodendrocytes 3
_ENSTGUG00000019838.1,0.0,,,,,,_ENSTGUG00000019838.1,oligodendrocytes 3
IFT172_ENSTGUG00000014698.2,0.0,,,,,,IFT172_ENSTGUG00000014698.2,oligodendrocytes 3
GREB1_ENSTGUG00000013081.2,0.0,,,,,,GREB1_ENSTGUG00000013081.2,oligodendrocytes 3
FNDC4_ENSTGUG00000014667.2,0.0,,,,,,FNDC4_ENSTGUG00000014667.2,oligodendrocytes 3
CNIH3_ENSTGUG00000004070.2,0.0,,,,,,CNIH3_ENSTGUG00000004070.2,oligodendrocytes 3
FBXO28_ENSTGUG00000004015.2,0.0,,,,,,FBXO28_ENSTGUG00000004015.2,oligodendrocytes 3
EXTL3_ENSTGUG00000013330.2,0.0,,,,,,EXTL3_ENSTGUG00000013330.2,oligodendrocytes 3
INTS9_ENSTGUG00000013325.2,0.0,,,,,,INTS9_ENSTGUG00000013325.2,oligodendrocytes 3
_ENSTGUG00000022430.1,0.0,,,,,,_ENSTGUG00000022430.1,oligodendrocytes 3
KCNK12_ENSTGUG00000005557.2,0.0,,,,,,KCNK12_ENSTGUG00000005557.2,oligodendrocytes 3
HMBOX1_ENSTGUG00000013324.2,0.0,,,,,,HMBOX1_ENSTGUG00000013324.2,oligodendrocytes 3
_ENSTGUG00000024367.1,0.0,,,,,,_ENSTGUG00000024367.1,oligodendrocytes 3
_ENSTGUG00000019987.1,0.0,,,,,,_ENSTGUG00000019987.1,oligodendrocytes 3
EPCAM_ENSTGUG00000005491.2,0.0,,,,,,EPCAM_ENSTGUG00000005491.2,oligodendrocytes 3
MSRA_ENSTGUG00000013321.2,0.0,,,,,,MSRA_ENSTGUG00000013321.2,oligodendrocytes 3
NOL10_ENSTGUG00000013047.2,0.0,,,,,,NOL10_ENSTGUG00000013047.2,oligodendrocytes 3
_ENSTGUG00000013314.2,0.5,-15.452852656461454,197.61624786200275,1.5416256892318154,0.21437598670957406,0.5241386550705339,_ENSTGUG00000013314.2,oligodendrocytes 3
PINX1_ENSTGUG00000025917.1,0.0,,,,,,PINX1_ENSTGUG00000025917.1,oligodendrocytes 3
_ENSTGUG00000025398.1,0.0,,,,,,_ENSTGUG00000025398.1,oligodendrocytes 3
CLIP4_ENSTGUG00000005446.2,0.0,,,,,,CLIP4_ENSTGUG00000005446.2,oligodendrocytes 3
_ENSTGUG00000020423.1,0.0,,,,,,_ENSTGUG00000020423.1,oligodendrocytes 3
HPCAL1_ENSTGUG00000013044.2,0.0,,,,,,HPCAL1_ENSTGUG00000013044.2,oligodendrocytes 3
_ENSTGUG00000020013.1,0.0,,,,,,_ENSTGUG00000020013.1,oligodendrocytes 3
TAF1B_ENSTGUG00000013037.2,0.0,,,,,,TAF1B_ENSTGUG00000013037.2,oligodendrocytes 3
ACSS1_ENSTGUG00000005353.2,0.0,,,,,,ACSS1_ENSTGUG00000005353.2,oligodendrocytes 3
TTBK1_ENSTGUG00000005334.2,0.0,,,,,,TTBK1_ENSTGUG00000005334.2,oligodendrocytes 3
ITGB1BP1_ENSTGUG00000013015.2,0.25,-14.373180907842194,191.47084191552204,1.2917076281828965,0.2557334948926625,0.5241386550705339,ITGB1BP1_ENSTGUG00000013015.2,oligodendrocytes 3
TTL_ENSTGUG00000005284.2,0.0,,,,,,TTL_ENSTGUG00000005284.2,oligodendrocytes 3
POLR1B_ENSTGUG00000005237.2,0.0,,,,,,POLR1B_ENSTGUG00000005237.2,oligodendrocytes 3
_ENSTGUG00000021865.1,0.0,,,,,,_ENSTGUG00000021865.1,oligodendrocytes 3
ID2_ENSTGUG00000012998.2,0.25,15.125444715026697,250.17240433046683,1.291744985475495,0.2557266209579324,0.5241386550705339,ID2_ENSTGUG00000012998.2,oligodendrocytes 3
RSAD2_ENSTGUG00000012992.2,0.0,,,,,,RSAD2_ENSTGUG00000012992.2,oligodendrocytes 3
ENTPD6_ENSTGUG00000005097.2,0.0,,,,,,ENTPD6_ENSTGUG00000005097.2,oligodendrocytes 3
PPP2R5D_ENSTGUG00000004938.2,0.0,,,,,,PPP2R5D_ENSTGUG00000004938.2,oligodendrocytes 3
KLHDC3_ENSTGUG00000004902.2,0.0,,,,,,KLHDC3_ENSTGUG00000004902.2,oligodendrocytes 3
_ENSTGUG00000004900.2,0.0,,,,,,_ENSTGUG00000004900.2,oligodendrocytes 3
EIPR1_ENSTGUG00000012973.2,0.0,,,,,,EIPR1_ENSTGUG00000012973.2,oligodendrocytes 3
LRRN4_ENSTGUG00000006475.2,0.0,,,,,,LRRN4_ENSTGUG00000006475.2,oligodendrocytes 3
FERMT1_ENSTGUG00000006448.2,0.0,,,,,,FERMT1_ENSTGUG00000006448.2,oligodendrocytes 3
MYT1L_ENSTGUG00000012971.2,0.0,,,,,,MYT1L_ENSTGUG00000012971.2,oligodendrocytes 3
BMP2_ENSTGUG00000018981.1,0.0,,,,,,BMP2_ENSTGUG00000018981.1,oligodendrocytes 3
PXDN_ENSTGUG00000012962.2,0.0,,,,,,PXDN_ENSTGUG00000012962.2,oligodendrocytes 3
TMX4_ENSTGUG00000019958.1,0.0,,,,,,TMX4_ENSTGUG00000019958.1,oligodendrocytes 3
EPAS1_ENSTGUG00000003933.2,14.25,0.2537726748587537,0.3838639865878434,0.4387436184512943,0.5077294813635984,0.9613355154752397,EPAS1_ENSTGUG00000003933.2,oligodendrocytes 3
_ENSTGUG00000004797.2,0.0,,,,,,_ENSTGUG00000004797.2,oligodendrocytes 3
PLCB4_ENSTGUG00000006214.2,0.25,-13.915619743076162,167.76117966247895,1.2916400025636654,0.25574593893522035,0.5241386550705339,PLCB4_ENSTGUG00000006214.2,oligodendrocytes 3
PRKCE_ENSTGUG00000003908.2,0.75,1.8170995683712357,4.032523471601533,0.16201256764198568,0.6873103138540079,1.0,PRKCE_ENSTGUG00000003908.2,oligodendrocytes 3
SRBD1_ENSTGUG00000003878.2,0.0,,,,,,SRBD1_ENSTGUG00000003878.2,oligodendrocytes 3
LAMP5_ENSTGUG00000006211.2,0.0,,,,,,LAMP5_ENSTGUG00000006211.2,oligodendrocytes 3
SRF_ENSTGUG00000004738.2,0.0,,,,,,SRF_ENSTGUG00000004738.2,oligodendrocytes 3
PAK5_ENSTGUG00000006182.2,0.0,,,,,,PAK5_ENSTGUG00000006182.2,oligodendrocytes 3
SIX2_ENSTGUG00000003867.2,0.0,,,,,,SIX2_ENSTGUG00000003867.2,oligodendrocytes 3
_ENSTGUG00000006175.2,0.0,,,,,,_ENSTGUG00000006175.2,oligodendrocytes 3
_ENSTGUG00000018885.1,0.0,,,,,,_ENSTGUG00000018885.1,oligodendrocytes 3
ANKEF1_ENSTGUG00000006163.2,0.0,,,,,,ANKEF1_ENSTGUG00000006163.2,oligodendrocytes 3
LRPPRC_ENSTGUG00000003759.2,0.0,,,,,,LRPPRC_ENSTGUG00000003759.2,oligodendrocytes 3
GALNT14_ENSTGUG00000004629.2,0.0,,,,,,GALNT14_ENSTGUG00000004629.2,oligodendrocytes 3
ABCG5_ENSTGUG00000003676.2,0.0,,,,,,ABCG5_ENSTGUG00000003676.2,oligodendrocytes 3
THADA_ENSTGUG00000003517.2,0.0,,,,,,THADA_ENSTGUG00000003517.2,oligodendrocytes 3
MTA3_ENSTGUG00000003445.2,0.0,,,,,,MTA3_ENSTGUG00000003445.2,oligodendrocytes 3
KCNG3_ENSTGUG00000022548.1,0.0,,,,,,KCNG3_ENSTGUG00000022548.1,oligodendrocytes 3
EML4_ENSTGUG00000003388.2,0.0,,,,,,EML4_ENSTGUG00000003388.2,oligodendrocytes 3
MRPS10_ENSTGUG00000003245.2,0.0,,,,,,MRPS10_ENSTGUG00000003245.2,oligodendrocytes 3
UTP25_ENSTGUG00000003232.2,0.0,,,,,,UTP25_ENSTGUG00000003232.2,oligodendrocytes 3
SYT14_ENSTGUG00000003225.2,0.0,,,,,,SYT14_ENSTGUG00000003225.2,oligodendrocytes 3
HHAT_ENSTGUG00000003218.2,0.0,,,,,,HHAT_ENSTGUG00000003218.2,oligodendrocytes 3
_ENSTGUG00000003202.2,0.0,,,,,,_ENSTGUG00000003202.2,oligodendrocytes 3
_ENSTGUG00000019317.1,0.0,,,,,,_ENSTGUG00000019317.1,oligodendrocytes 3
TRAF5_ENSTGUG00000021131.1,0.0,,,,,,TRAF5_ENSTGUG00000021131.1,oligodendrocytes 3
RD3_ENSTGUG00000025500.1,0.0,,,,,,RD3_ENSTGUG00000025500.1,oligodendrocytes 3
LPGAT1_ENSTGUG00000019484.1,0.0,,,,,,LPGAT1_ENSTGUG00000019484.1,oligodendrocytes 3
_ENSTGUG00000006935.2,0.0,,,,,,_ENSTGUG00000006935.2,oligodendrocytes 3
PIGO_ENSTGUG00000001774.2,0.0,,,,,,PIGO_ENSTGUG00000001774.2,oligodendrocytes 3
FAM214B_ENSTGUG00000026436.1,0.0,,,,,,FAM214B_ENSTGUG00000026436.1,oligodendrocytes 3
ADAMTSL1_ENSTGUG00000004435.2,0.0,,,,,,ADAMTSL1_ENSTGUG00000004435.2,oligodendrocytes 3
WDR36_ENSTGUG00000000989.2,0.0,,,,,,WDR36_ENSTGUG00000000989.2,oligodendrocytes 3
UNC13B_ENSTGUG00000001785.2,0.0,,,,,,UNC13B_ENSTGUG00000001785.2,oligodendrocytes 3
CAMK4_ENSTGUG00000000999.2,0.0,,,,,,CAMK4_ENSTGUG00000000999.2,oligodendrocytes 3
_ENSTGUG00000001516.2,0.0,,,,,,_ENSTGUG00000001516.2,oligodendrocytes 3
SMAD7_ENSTGUG00000000034.2,0.25,15.125444715026697,250.17240433046683,1.291744985475495,0.2557266209579324,0.5241386550705339,SMAD7_ENSTGUG00000000034.2,oligodendrocytes 3
DYM_ENSTGUG00000000035.2,0.0,,,,,,DYM_ENSTGUG00000000035.2,oligodendrocytes 3
_ENSTGUG00000021069.1,0.0,,,,,,_ENSTGUG00000021069.1,oligodendrocytes 3
_ENSTGUG00000024615.1,0.0,,,,,,_ENSTGUG00000024615.1,oligodendrocytes 3
_ENSTGUG00000023791.1,0.0,,,,,,_ENSTGUG00000023791.1,oligodendrocytes 3
ACOT12_ENSTGUG00000006971.2,0.0,,,,,,ACOT12_ENSTGUG00000006971.2,oligodendrocytes 3
CARTPT_ENSTGUG00000022734.1,0.0,,,,,,CARTPT_ENSTGUG00000022734.1,oligodendrocytes 3
_ENSTGUG00000001808.2,0.0,,,,,,_ENSTGUG00000001808.2,oligodendrocytes 3
_ENSTGUG00000028690.1,0.0,,,,,,_ENSTGUG00000028690.1,oligodendrocytes 3
RASGRF2_ENSTGUG00000007037.2,0.0,,,,,,RASGRF2_ENSTGUG00000007037.2,oligodendrocytes 3
_ENSTGUG00000000072.2,0.0,,,,,,_ENSTGUG00000000072.2,oligodendrocytes 3
UGCG_ENSTGUG00000001274.2,0.0,,,,,,UGCG_ENSTGUG00000001274.2,oligodendrocytes 3
MSH3_ENSTGUG00000007066.2,0.0,,,,,,MSH3_ENSTGUG00000007066.2,oligodendrocytes 3
ST8SIA5_ENSTGUG00000029156.1,0.0,,,,,,ST8SIA5_ENSTGUG00000029156.1,oligodendrocytes 3
_ENSTGUG00000007110.2,0.0,,,,,,_ENSTGUG00000007110.2,oligodendrocytes 3
SLC24A2_ENSTGUG00000004321.2,0.0,,,,,,SLC24A2_ENSTGUG00000004321.2,oligodendrocytes 3
DNAJC25_ENSTGUG00000001277.2,0.0,,,,,,DNAJC25_ENSTGUG00000001277.2,oligodendrocytes 3
C18orf25_ENSTGUG00000001578.2,0.0,,,,,,C18orf25_ENSTGUG00000001578.2,oligodendrocytes 3
CCDC125_ENSTGUG00000017531.2,0.0,,,,,,CCDC125_ENSTGUG00000017531.2,oligodendrocytes 3
MLLT3_ENSTGUG00000004299.2,0.0,,,,,,MLLT3_ENSTGUG00000004299.2,oligodendrocytes 3
RAD17_ENSTGUG00000017526.2,0.0,,,,,,RAD17_ENSTGUG00000017526.2,oligodendrocytes 3
TESK1_ENSTGUG00000001815.2,0.0,,,,,,TESK1_ENSTGUG00000001815.2,oligodendrocytes 3
FOCAD_ENSTGUG00000004262.2,0.0,,,,,,FOCAD_ENSTGUG00000004262.2,oligodendrocytes 3
PTAR1_ENSTGUG00000026598.1,0.0,,,,,,PTAR1_ENSTGUG00000026598.1,oligodendrocytes 3
_ENSTGUG00000000053.2,0.0,,,,,,_ENSTGUG00000000053.2,oligodendrocytes 3
_ENSTGUG00000020342.1,0.0,,,,,,_ENSTGUG00000020342.1,oligodendrocytes 3
EPG5_ENSTGUG00000001587.2,0.0,,,,,,EPG5_ENSTGUG00000001587.2,oligodendrocytes 3
RHOBTB3_ENSTGUG00000001089.2,0.0,,,,,,RHOBTB3_ENSTGUG00000001089.2,oligodendrocytes 3
TMEM8B_ENSTGUG00000001820.2,0.0,,,,,,TMEM8B_ENSTGUG00000001820.2,oligodendrocytes 3
DCAF10_ENSTGUG00000007150.2,0.0,,,,,,DCAF10_ENSTGUG00000007150.2,oligodendrocytes 3
NPR2_ENSTGUG00000001828.2,0.0,,,,,,NPR2_ENSTGUG00000001828.2,oligodendrocytes 3
HACD4_ENSTGUG00000004248.2,0.0,,,,,,HACD4_ENSTGUG00000004248.2,oligodendrocytes 3
_ENSTGUG00000025922.1,0.0,,,,,,_ENSTGUG00000025922.1,oligodendrocytes 3
_ENSTGUG00000028984.1,0.0,,,,,,_ENSTGUG00000028984.1,oligodendrocytes 3
_ENSTGUG00000001845.2,0.0,,,,,,_ENSTGUG00000001845.2,oligodendrocytes 3
SMC2_ENSTGUG00000001288.2,0.0,,,,,,SMC2_ENSTGUG00000001288.2,oligodendrocytes 3
_ENSTGUG00000001849.2,0.0,,,,,,_ENSTGUG00000001849.2,oligodendrocytes 3
_ENSTGUG00000022166.1,0.0,,,,,,_ENSTGUG00000022166.1,oligodendrocytes 3
CREB3_ENSTGUG00000024449.1,0.0,,,,,,CREB3_ENSTGUG00000024449.1,oligodendrocytes 3
_ENSTGUG00000022774.1,0.0,,,,,,_ENSTGUG00000022774.1,oligodendrocytes 3
GRIN3A_ENSTGUG00000000661.2,0.0,,,,,,GRIN3A_ENSTGUG00000000661.2,oligodendrocytes 3
_ENSTGUG00000001875.2,0.0,,,,,,_ENSTGUG00000001875.2,oligodendrocytes 3
CA9_ENSTGUG00000001879.2,0.0,,,,,,CA9_ENSTGUG00000001879.2,oligodendrocytes 3
_ENSTGUG00000001888.2,0.0,,,,,,_ENSTGUG00000001888.2,oligodendrocytes 3
SYT4_ENSTGUG00000001618.2,0.0,,,,,,SYT4_ENSTGUG00000001618.2,oligodendrocytes 3
RIT2_ENSTGUG00000028909.1,0.0,,,,,,RIT2_ENSTGUG00000028909.1,oligodendrocytes 3
PLPPR1_ENSTGUG00000000645.2,0.0,,,,,,PLPPR1_ENSTGUG00000000645.2,oligodendrocytes 3
_ENSTGUG00000025841.1,0.0,,,,,,_ENSTGUG00000025841.1,oligodendrocytes 3
_ENSTGUG00000015726.2,0.0,,,,,,_ENSTGUG00000015726.2,oligodendrocytes 3
CEMIP2_ENSTGUG00000000841.2,0.0,,,,,,CEMIP2_ENSTGUG00000000841.2,oligodendrocytes 3
_ENSTGUG00000019954.1,0.0,,,,,,_ENSTGUG00000019954.1,oligodendrocytes 3
_ENSTGUG00000019336.1,0.0,,,,,,_ENSTGUG00000019336.1,oligodendrocytes 3
_ENSTGUG00000019799.1,0.0,,,,,,_ENSTGUG00000019799.1,oligodendrocytes 3
_ENSTGUG00000029629.1,0.0,,,,,,_ENSTGUG00000029629.1,oligodendrocytes 3
_ENSTGUG00000020104.1,0.0,,,,,,_ENSTGUG00000020104.1,oligodendrocytes 3
_ENSTGUG00000026632.1,0.0,,,,,,_ENSTGUG00000026632.1,oligodendrocytes 3
_ENSTGUG00000019706.1,0.0,,,,,,_ENSTGUG00000019706.1,oligodendrocytes 3
_ENSTGUG00000023376.1,0.0,,,,,,_ENSTGUG00000023376.1,oligodendrocytes 3
_ENSTGUG00000019186.1,0.0,,,,,,_ENSTGUG00000019186.1,oligodendrocytes 3
_ENSTGUG00000028024.1,0.0,,,,,,_ENSTGUG00000028024.1,oligodendrocytes 3
_ENSTGUG00000024088.1,0.0,,,,,,_ENSTGUG00000024088.1,oligodendrocytes 3
CEP120_ENSTGUG00000001104.2,0.0,,,,,,CEP120_ENSTGUG00000001104.2,oligodendrocytes 3
C9orf85_ENSTGUG00000000835.2,0.0,,,,,,C9orf85_ENSTGUG00000000835.2,oligodendrocytes 3
FAM174A_ENSTGUG00000000892.2,0.0,,,,,,FAM174A_ENSTGUG00000000892.2,oligodendrocytes 3
_ENSTGUG00000001649.2,0.0,,,,,,_ENSTGUG00000001649.2,oligodendrocytes 3
ST8SIA4_ENSTGUG00000000894.2,0.0,,,,,,ST8SIA4_ENSTGUG00000000894.2,oligodendrocytes 3
TMC1_ENSTGUG00000000808.2,0.0,,,,,,TMC1_ENSTGUG00000000808.2,oligodendrocytes 3
_ENSTGUG00000020217.1,0.0,,,,,,_ENSTGUG00000020217.1,oligodendrocytes 3
TPGS2_ENSTGUG00000001655.2,0.0,,,,,,TPGS2_ENSTGUG00000001655.2,oligodendrocytes 3
_ENSTGUG00000001664.2,0.0,,,,,,_ENSTGUG00000001664.2,oligodendrocytes 3
AQP3_ENSTGUG00000001667.2,0.0,,,,,,AQP3_ENSTGUG00000001667.2,oligodendrocytes 3
_ENSTGUG00000020293.1,0.0,,,,,,_ENSTGUG00000020293.1,oligodendrocytes 3
NOL6_ENSTGUG00000001674.2,0.0,,,,,,NOL6_ENSTGUG00000001674.2,oligodendrocytes 3
PAM_ENSTGUG00000000903.2,0.0,,,,,,PAM_ENSTGUG00000000903.2,oligodendrocytes 3
PRR16_ENSTGUG00000001152.2,0.0,,,,,,PRR16_ENSTGUG00000001152.2,oligodendrocytes 3
PSAT1_ENSTGUG00000003373.2,0.0,,,,,,PSAT1_ENSTGUG00000003373.2,oligodendrocytes 3
TNFAIP8_ENSTGUG00000017552.2,0.0,,,,,,TNFAIP8_ENSTGUG00000017552.2,oligodendrocytes 3
_ENSTGUG00000001951.2,0.0,,,,,,_ENSTGUG00000001951.2,oligodendrocytes 3
PGGT1B_ENSTGUG00000029509.1,0.0,,,,,,PGGT1B_ENSTGUG00000029509.1,oligodendrocytes 3
_ENSTGUG00000020848.1,0.0,,,,,,_ENSTGUG00000020848.1,oligodendrocytes 3
_ENSTGUG00000029028.1,0.0,,,,,,_ENSTGUG00000029028.1,oligodendrocytes 3
_ENSTGUG00000028548.1,0.0,,,,,,_ENSTGUG00000028548.1,oligodendrocytes 3
RAD1_ENSTGUG00000001960.2,0.0,,,,,,RAD1_ENSTGUG00000001960.2,oligodendrocytes 3
_ENSTGUG00000025071.1,0.0,,,,,,_ENSTGUG00000025071.1,oligodendrocytes 3
ANXA1_ENSTGUG00000000793.2,0.0,,,,,,ANXA1_ENSTGUG00000000793.2,oligodendrocytes 3
AGXT2_ENSTGUG00000001974.2,0.0,,,,,,AGXT2_ENSTGUG00000001974.2,oligodendrocytes 3
ELAVL2_ENSTGUG00000001349.2,0.0,,,,,,ELAVL2_ENSTGUG00000001349.2,oligodendrocytes 3
_ENSTGUG00000025710.1,0.0,,,,,,_ENSTGUG00000025710.1,oligodendrocytes 3
TEK_ENSTGUG00000001382.2,0.5,1.1147092847498033e-05,3.203168420088988,-7.261746759468224e-12,1.0,1.0,TEK_ENSTGUG00000001382.2,oligodendrocytes 3
_ENSTGUG00000017026.2,0.0,,,,,,_ENSTGUG00000017026.2,oligodendrocytes 3
_ENSTGUG00000023578.1,0.0,,,,,,_ENSTGUG00000023578.1,oligodendrocytes 3
FAM219A_ENSTGUG00000021477.1,0.25,15.125444715026697,250.17240433046683,1.291744985475495,0.2557266209579324,0.5241386550705339,FAM219A_ENSTGUG00000021477.1,oligodendrocytes 3
RGMB_ENSTGUG00000001184.2,0.0,,,,,,RGMB_ENSTGUG00000001184.2,oligodendrocytes 3
IL7R_ENSTGUG00000001996.2,0.0,,,,,,IL7R_ENSTGUG00000001996.2,oligodendrocytes 3
SIGMAR1_ENSTGUG00000022092.1,0.0,,,,,,SIGMAR1_ENSTGUG00000022092.1,oligodendrocytes 3
CARNMT1_ENSTGUG00000000768.2,0.0,,,,,,CARNMT1_ENSTGUG00000000768.2,oligodendrocytes 3
LINGO2_ENSTGUG00000001404.2,0.0,,,,,,LINGO2_ENSTGUG00000001404.2,oligodendrocytes 3
CNTFR_ENSTGUG00000001751.2,0.0,,,,,,CNTFR_ENSTGUG00000001751.2,oligodendrocytes 3
SLC1A3_ENSTGUG00000002032.2,1.5,-0.9999841853239775,3.976709070890185,0.06236494179806584,0.8027963594666645,1.0,SLC1A3_ENSTGUG00000002032.2,oligodendrocytes 3
ARSK_ENSTGUG00000000742.2,0.0,,,,,,ARSK_ENSTGUG00000000742.2,oligodendrocytes 3
MCTP1_ENSTGUG00000000728.2,0.0,,,,,,MCTP1_ENSTGUG00000000728.2,oligodendrocytes 3
B4GALT1_ENSTGUG00000023510.1,0.0,,,,,,B4GALT1_ENSTGUG00000023510.1,oligodendrocytes 3
_ENSTGUG00000027518.1,0.0,,,,,,_ENSTGUG00000027518.1,oligodendrocytes 3
PHF24_ENSTGUG00000001754.2,0.0,,,,,,PHF24_ENSTGUG00000001754.2,oligodendrocytes 3
WDR70_ENSTGUG00000002097.2,0.0,,,,,,WDR70_ENSTGUG00000002097.2,oligodendrocytes 3
GDNF_ENSTGUG00000019278.1,0.0,,,,,,GDNF_ENSTGUG00000019278.1,oligodendrocytes 3
_ENSTGUG00000020944.1,0.0,,,,,,_ENSTGUG00000020944.1,oligodendrocytes 3
ACAA2_ENSTGUG00000000058.2,0.0,,,,,,ACAA2_ENSTGUG00000000058.2,oligodendrocytes 3
LIPG_ENSTGUG00000000061.2,0.25,-14.373180907842194,191.47084191552204,1.2917076281828965,0.2557334948926625,0.5241386550705339,LIPG_ENSTGUG00000000061.2,oligodendrocytes 3
ADGRV1_ENSTGUG00000000694.2,0.0,,,,,,ADGRV1_ENSTGUG00000000694.2,oligodendrocytes 3
MAPK4_ENSTGUG00000020659.1,0.0,,,,,,MAPK4_ENSTGUG00000020659.1,oligodendrocytes 3
GRP_ENSTGUG00000023555.1,0.0,,,,,,GRP_ENSTGUG00000023555.1,oligodendrocytes 3
FYB1_ENSTGUG00000002137.2,0.0,,,,,,FYB1_ENSTGUG00000002137.2,oligodendrocytes 3
DAB2_ENSTGUG00000002156.2,0.0,,,,,,DAB2_ENSTGUG00000002156.2,oligodendrocytes 3
PTGER4_ENSTGUG00000002168.2,0.0,,,,,,PTGER4_ENSTGUG00000002168.2,oligodendrocytes 3
C7_ENSTGUG00000002197.2,0.0,,,,,,C7_ENSTGUG00000002197.2,oligodendrocytes 3
MBLAC2_ENSTGUG00000021825.1,0.0,,,,,,MBLAC2_ENSTGUG00000021825.1,oligodendrocytes 3
_ENSTGUG00000029582.1,0.0,,,,,,_ENSTGUG00000029582.1,oligodendrocytes 3
MEF2C_ENSTGUG00000023398.1,0.0,,,,,,MEF2C_ENSTGUG00000023398.1,oligodendrocytes 3
_ENSTGUG00000025596.1,0.0,,,,,,_ENSTGUG00000025596.1,oligodendrocytes 3
FECH_ENSTGUG00000025498.1,0.0,,,,,,FECH_ENSTGUG00000025498.1,oligodendrocytes 3
