,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,cluster
_ENSTGUG00000006045.2,0.0,,,,,,_ENSTGUG00000006045.2,red blood cells
_ENSTGUG00000005996.2,0.0,,,,,,_ENSTGUG00000005996.2,red blood cells
_ENSTGUG00000005983.2,0.0,,,,,,_ENSTGUG00000005983.2,red blood cells
PDXK_ENSTGUG00000021550.1,0.0,,,,,,PDXK_ENSTGUG00000021550.1,red blood cells
_ENSTGUG00000027971.1,0.0,,,,,,_ENSTGUG00000027971.1,red blood cells
GRM1_ENSTGUG00000010757.2,0.0,,,,,,GRM1_ENSTGUG00000010757.2,red blood cells
_ENSTGUG00000023171.1,0.0,,,,,,_ENSTGUG00000023171.1,red blood cells
_ENSTGUG00000028226.1,0.0,,,,,,_ENSTGUG00000028226.1,red blood cells
ALKAL2_ENSTGUG00000012951.2,0.0,,,,,,ALKAL2_ENSTGUG00000012951.2,red blood cells
ESR1_ENSTGUG00000011249.2,0.0,,,,,,ESR1_ENSTGUG00000011249.2,red blood cells
DAAM2_ENSTGUG00000002495.2,0.0,,,,,,DAAM2_ENSTGUG00000002495.2,red blood cells
_ENSTGUG00000026342.1,0.0,,,,,,_ENSTGUG00000026342.1,red blood cells
_ENSTGUG00000026432.1,0.0,,,,,,_ENSTGUG00000026432.1,red blood cells
_ENSTGUG00000020982.1,0.0,,,,,,_ENSTGUG00000020982.1,red blood cells
_ENSTGUG00000018804.1,0.0,,,,,,_ENSTGUG00000018804.1,red blood cells
DLL1_ENSTGUG00000009780.2,0.0,,,,,,DLL1_ENSTGUG00000009780.2,red blood cells
ADCY3_ENSTGUG00000023950.1,0.0,,,,,,ADCY3_ENSTGUG00000023950.1,red blood cells
POMC_ENSTGUG00000017017.2,0.0,,,,,,POMC_ENSTGUG00000017017.2,red blood cells
ERICH1_ENSTGUG00000012937.2,0.0,,,,,,ERICH1_ENSTGUG00000012937.2,red blood cells
_ENSTGUG00000019412.1,0.0,,,,,,_ENSTGUG00000019412.1,red blood cells
BTBD3_ENSTGUG00000025475.1,0.0,,,,,,BTBD3_ENSTGUG00000025475.1,red blood cells
STXBP5_ENSTGUG00000010707.2,0.0,,,,,,STXBP5_ENSTGUG00000010707.2,red blood cells
DYNLT2_ENSTGUG00000009751.2,0.0,,,,,,DYNLT2_ENSTGUG00000009751.2,red blood cells
MYCT1_ENSTGUG00000011193.2,0.0,,,,,,MYCT1_ENSTGUG00000011193.2,red blood cells
VIP_ENSTGUG00000020465.1,0.0,,,,,,VIP_ENSTGUG00000020465.1,red blood cells
DLGAP2_ENSTGUG00000012930.2,0.0,,,,,,DLGAP2_ENSTGUG00000012930.2,red blood cells
RGS17_ENSTGUG00000011185.2,0.0,,,,,,RGS17_ENSTGUG00000011185.2,red blood cells
TASP1_ENSTGUG00000002456.2,0.0,,,,,,TASP1_ENSTGUG00000002456.2,red blood cells
PHF10_ENSTGUG00000009739.2,0.0,,,,,,PHF10_ENSTGUG00000009739.2,red blood cells
_ENSTGUG00000027306.1,0.0,,,,,,_ENSTGUG00000027306.1,red blood cells
OPRM1_ENSTGUG00000011179.2,0.0,,,,,,OPRM1_ENSTGUG00000011179.2,red blood cells
_ENSTGUG00000028802.1,0.0,,,,,,_ENSTGUG00000028802.1,red blood cells
_ENSTGUG00000028366.1,0.0,,,,,,_ENSTGUG00000028366.1,red blood cells
NDUFAF5_ENSTGUG00000002444.2,0.0,,,,,,NDUFAF5_ENSTGUG00000002444.2,red blood cells
DRC1_ENSTGUG00000022350.1,0.0,,,,,,DRC1_ENSTGUG00000022350.1,red blood cells
C6orf120_ENSTGUG00000026228.1,0.0,,,,,,C6orf120_ENSTGUG00000026228.1,red blood cells
ARHGEF33_ENSTGUG00000002073.2,0.0,,,,,,ARHGEF33_ENSTGUG00000002073.2,red blood cells
_ENSTGUG00000026507.1,0.0,,,,,,_ENSTGUG00000026507.1,red blood cells
SCAF8_ENSTGUG00000011151.2,0.0,,,,,,SCAF8_ENSTGUG00000011151.2,red blood cells
CLU_ENSTGUG00000028547.1,0.0,,,,,,CLU_ENSTGUG00000028547.1,red blood cells
_ENSTGUG00000022278.1,0.0,,,,,,_ENSTGUG00000022278.1,red blood cells
UST_ENSTGUG00000010673.2,0.0,,,,,,UST_ENSTGUG00000010673.2,red blood cells
OPN3_ENSTGUG00000010638.2,0.0,,,,,,OPN3_ENSTGUG00000010638.2,red blood cells
PIGM_ENSTGUG00000024029.1,0.0,,,,,,PIGM_ENSTGUG00000024029.1,red blood cells
CSMD1_ENSTGUG00000012896.2,0.0,,,,,,CSMD1_ENSTGUG00000012896.2,red blood cells
RGS7_ENSTGUG00000010596.2,0.0,,,,,,RGS7_ENSTGUG00000010596.2,red blood cells
GREM2_ENSTGUG00000019112.1,0.0,,,,,,GREM2_ENSTGUG00000019112.1,red blood cells
CHRM3_ENSTGUG00000010589.2,0.0,,,,,,CHRM3_ENSTGUG00000010589.2,red blood cells
_ENSTGUG00000025751.1,0.0,,,,,,_ENSTGUG00000025751.1,red blood cells
_ENSTGUG00000020674.1,0.0,,,,,,_ENSTGUG00000020674.1,red blood cells
_ENSTGUG00000013282.2,0.0,,,,,,_ENSTGUG00000013282.2,red blood cells
_ENSTGUG00000028491.1,0.0,,,,,,_ENSTGUG00000028491.1,red blood cells
_ENSTGUG00000028592.1,0.0,,,,,,_ENSTGUG00000028592.1,red blood cells
PLEK_ENSTGUG00000002380.2,0.0,,,,,,PLEK_ENSTGUG00000002380.2,red blood cells
CNRIP1_ENSTGUG00000021224.1,0.0,,,,,,CNRIP1_ENSTGUG00000021224.1,red blood cells
ANGPT2_ENSTGUG00000012892.2,0.0,,,,,,ANGPT2_ENSTGUG00000012892.2,red blood cells
PNO1_ENSTGUG00000002369.2,0.0,,,,,,PNO1_ENSTGUG00000002369.2,red blood cells
_ENSTGUG00000027137.1,0.0,,,,,,_ENSTGUG00000027137.1,red blood cells
_ENSTGUG00000019689.1,0.0,,,,,,_ENSTGUG00000019689.1,red blood cells
SPRED2_ENSTGUG00000025635.1,0.0,,,,,,SPRED2_ENSTGUG00000025635.1,red blood cells
TFAP2B_ENSTGUG00000022691.1,0.0,,,,,,TFAP2B_ENSTGUG00000022691.1,red blood cells
TFAP2D_ENSTGUG00000013264.2,0.0,,,,,,TFAP2D_ENSTGUG00000013264.2,red blood cells
TMEM181_ENSTGUG00000011062.2,0.0,,,,,,TMEM181_ENSTGUG00000011062.2,red blood cells
_ENSTGUG00000021094.1,0.0,,,,,,_ENSTGUG00000021094.1,red blood cells
SYTL3_ENSTGUG00000011055.2,0.0,,,,,,SYTL3_ENSTGUG00000011055.2,red blood cells
TAGAP_ENSTGUG00000011037.2,0.0,,,,,,TAGAP_ENSTGUG00000011037.2,red blood cells
VPS54_ENSTGUG00000002268.2,0.0,,,,,,VPS54_ENSTGUG00000002268.2,red blood cells
_ENSTGUG00000011022.2,0.0,,,,,,_ENSTGUG00000011022.2,red blood cells
CLIC5_ENSTGUG00000023278.1,0.0,,,,,,CLIC5_ENSTGUG00000023278.1,red blood cells
GFRAL_ENSTGUG00000012837.2,0.0,,,,,,GFRAL_ENSTGUG00000012837.2,red blood cells
HMGCLL1_ENSTGUG00000012832.2,0.0,,,,,,HMGCLL1_ENSTGUG00000012832.2,red blood cells
_ENSTGUG00000028978.1,0.0,,,,,,_ENSTGUG00000028978.1,red blood cells
COL21A1_ENSTGUG00000012827.2,0.0,,,,,,COL21A1_ENSTGUG00000012827.2,red blood cells
PHACTR2_ENSTGUG00000011008.2,0.0,,,,,,PHACTR2_ENSTGUG00000011008.2,red blood cells
SLC25A27_ENSTGUG00000013236.2,0.0,,,,,,SLC25A27_ENSTGUG00000013236.2,red blood cells
FUCA2_ENSTGUG00000011003.2,0.0,,,,,,FUCA2_ENSTGUG00000011003.2,red blood cells
RYR2_ENSTGUG00000010491.2,0.0,,,,,,RYR2_ENSTGUG00000010491.2,red blood cells
TRMT6_ENSTGUG00000002195.2,0.0,,,,,,TRMT6_ENSTGUG00000002195.2,red blood cells
ADGRF5_ENSTGUG00000013215.2,0.0,,,,,,ADGRF5_ENSTGUG00000013215.2,red blood cells
ADGRG6_ENSTGUG00000010957.2,0.0,,,,,,ADGRG6_ENSTGUG00000010957.2,red blood cells
_ENSTGUG00000020883.1,0.0,,,,,,_ENSTGUG00000020883.1,red blood cells
NMBR_ENSTGUG00000010943.2,0.0,,,,,,NMBR_ENSTGUG00000010943.2,red blood cells
ATF3_ENSTGUG00000003050.2,0.0,,,,,,ATF3_ENSTGUG00000003050.2,red blood cells
THBS2_ENSTGUG00000009705.2,0.0,,,,,,THBS2_ENSTGUG00000009705.2,red blood cells
NSL1_ENSTGUG00000003044.2,0.0,,,,,,NSL1_ENSTGUG00000003044.2,red blood cells
TATDN3_ENSTGUG00000003025.2,0.0,,,,,,TATDN3_ENSTGUG00000003025.2,red blood cells
_ENSTGUG00000024723.1,0.0,,,,,,_ENSTGUG00000024723.1,red blood cells
FLVCR1_ENSTGUG00000003013.2,0.0,,,,,,FLVCR1_ENSTGUG00000003013.2,red blood cells
PTCHD4_ENSTGUG00000013208.2,0.0,,,,,,PTCHD4_ENSTGUG00000013208.2,red blood cells
CCDC28A_ENSTGUG00000010912.2,0.0,,,,,,CCDC28A_ENSTGUG00000010912.2,red blood cells
_ENSTGUG00000013207.2,0.0,,,,,,_ENSTGUG00000013207.2,red blood cells
SMOC2_ENSTGUG00000009682.2,0.0,,,,,,SMOC2_ENSTGUG00000009682.2,red blood cells
RPS6KC1_ENSTGUG00000002977.2,0.0,,,,,,RPS6KC1_ENSTGUG00000002977.2,red blood cells
CENPW_ENSTGUG00000027690.1,0.0,,,,,,CENPW_ENSTGUG00000027690.1,red blood cells
CNR1_ENSTGUG00000020322.1,0.0,,,,,,CNR1_ENSTGUG00000020322.1,red blood cells
RSPO3_ENSTGUG00000011771.2,0.0,,,,,,RSPO3_ENSTGUG00000011771.2,red blood cells
ARFGEF3_ENSTGUG00000010902.2,0.0,,,,,,ARFGEF3_ENSTGUG00000010902.2,red blood cells
PROX1_ENSTGUG00000002974.2,0.0,,,,,,PROX1_ENSTGUG00000002974.2,red blood cells
RNGTT_ENSTGUG00000012427.2,0.0,,,,,,RNGTT_ENSTGUG00000012427.2,red blood cells
DACT2_ENSTGUG00000026616.1,0.0,,,,,,DACT2_ENSTGUG00000026616.1,red blood cells
SMYD2_ENSTGUG00000002951.2,0.0,,,,,,SMYD2_ENSTGUG00000002951.2,red blood cells
_ENSTGUG00000019873.1,0.0,,,,,,_ENSTGUG00000019873.1,red blood cells
COL19A1_ENSTGUG00000012740.2,0.0,,,,,,COL19A1_ENSTGUG00000012740.2,red blood cells
_ENSTGUG00000025795.1,0.0,,,,,,_ENSTGUG00000025795.1,red blood cells
PTPN14_ENSTGUG00000002916.2,0.0,,,,,,PTPN14_ENSTGUG00000002916.2,red blood cells
TNFAIP3_ENSTGUG00000010895.2,0.0,,,,,,TNFAIP3_ENSTGUG00000010895.2,red blood cells
CENPF_ENSTGUG00000002912.2,0.0,,,,,,CENPF_ENSTGUG00000002912.2,red blood cells
FKBP1B_ENSTGUG00000013190.2,0.0,,,,,,FKBP1B_ENSTGUG00000013190.2,red blood cells
KCNK2_ENSTGUG00000002899.2,0.0,,,,,,KCNK2_ENSTGUG00000002899.2,red blood cells
UBXN2A_ENSTGUG00000013185.2,0.0,,,,,,UBXN2A_ENSTGUG00000013185.2,red blood cells
KCTD3_ENSTGUG00000002895.2,0.0,,,,,,KCTD3_ENSTGUG00000002895.2,red blood cells
ATAD2B_ENSTGUG00000013179.2,0.0,,,,,,ATAD2B_ENSTGUG00000013179.2,red blood cells
SLC35D3_ENSTGUG00000010879.2,0.0,,,,,,SLC35D3_ENSTGUG00000010879.2,red blood cells
MAP7_ENSTGUG00000010845.2,0.0,,,,,,MAP7_ENSTGUG00000010845.2,red blood cells
KLHL29_ENSTGUG00000013176.2,0.0,,,,,,KLHL29_ENSTGUG00000013176.2,red blood cells
COL9A1_ENSTGUG00000012730.2,0.0,,,,,,COL9A1_ENSTGUG00000012730.2,red blood cells
PTPRK_ENSTGUG00000011742.2,0.0,,,,,,PTPRK_ENSTGUG00000011742.2,red blood cells
PDE7B_ENSTGUG00000010811.2,0.0,,,,,,PDE7B_ENSTGUG00000010811.2,red blood cells
OGFRL1_ENSTGUG00000012712.2,0.0,,,,,,OGFRL1_ENSTGUG00000012712.2,red blood cells
GPATCH2_ENSTGUG00000002852.2,0.0,,,,,,GPATCH2_ENSTGUG00000002852.2,red blood cells
LAMA2_ENSTGUG00000011732.2,0.0,,,,,,LAMA2_ENSTGUG00000011732.2,red blood cells
SPATA17_ENSTGUG00000002843.2,0.0,,,,,,SPATA17_ENSTGUG00000002843.2,red blood cells
RRP15_ENSTGUG00000023322.1,0.0,,,,,,RRP15_ENSTGUG00000023322.1,red blood cells
RIMS1_ENSTGUG00000012695.2,0.0,,,,,,RIMS1_ENSTGUG00000012695.2,red blood cells
SLC30A10_ENSTGUG00000026929.1,0.0,,,,,,SLC30A10_ENSTGUG00000026929.1,red blood cells
MTO1_ENSTGUG00000012680.2,0.0,,,,,,MTO1_ENSTGUG00000012680.2,red blood cells
EPM2A_ENSTGUG00000010784.2,0.0,,,,,,EPM2A_ENSTGUG00000010784.2,red blood cells
SLC17A5_ENSTGUG00000018160.2,0.0,,,,,,SLC17A5_ENSTGUG00000018160.2,red blood cells
CD109_ENSTGUG00000012659.2,0.0,,,,,,CD109_ENSTGUG00000012659.2,red blood cells
L3MBTL3_ENSTGUG00000011709.2,0.0,,,,,,L3MBTL3_ENSTGUG00000011709.2,red blood cells
COL12A1_ENSTGUG00000012648.2,0.0,,,,,,COL12A1_ENSTGUG00000012648.2,red blood cells
C1orf115_ENSTGUG00000028264.1,0.0,,,,,,C1orf115_ENSTGUG00000028264.1,red blood cells
FILIP1_ENSTGUG00000012640.2,0.0,,,,,,FILIP1_ENSTGUG00000012640.2,red blood cells
TMEM200A_ENSTGUG00000011702.2,0.0,,,,,,TMEM200A_ENSTGUG00000011702.2,red blood cells
TAF1A_ENSTGUG00000002690.2,0.0,,,,,,TAF1A_ENSTGUG00000002690.2,red blood cells
CASP8AP2_ENSTGUG00000012385.2,0.0,,,,,,CASP8AP2_ENSTGUG00000012385.2,red blood cells
DISP1_ENSTGUG00000002654.2,0.0,,,,,,DISP1_ENSTGUG00000002654.2,red blood cells
_ENSTGUG00000021717.1,0.0,,,,,,_ENSTGUG00000021717.1,red blood cells
SUSD4_ENSTGUG00000002646.2,0.0,,,,,,SUSD4_ENSTGUG00000002646.2,red blood cells
_ENSTGUG00000012135.2,0.0,,,,,,_ENSTGUG00000012135.2,red blood cells
_ENSTGUG00000029702.1,0.0,,,,,,_ENSTGUG00000029702.1,red blood cells
_ENSTGUG00000019107.1,0.0,,,,,,_ENSTGUG00000019107.1,red blood cells
LTBP1_ENSTGUG00000008923.2,0.0,,,,,,LTBP1_ENSTGUG00000008923.2,red blood cells
ARMC2_ENSTGUG00000012122.2,0.0,,,,,,ARMC2_ENSTGUG00000012122.2,red blood cells
HTR1B_ENSTGUG00000012613.2,0.0,,,,,,HTR1B_ENSTGUG00000012613.2,red blood cells
MEI4_ENSTGUG00000028003.1,0.0,,,,,,MEI4_ENSTGUG00000028003.1,red blood cells
LDAH_ENSTGUG00000013165.2,0.0,,,,,,LDAH_ENSTGUG00000013165.2,red blood cells
CEP57L1_ENSTGUG00000012107.2,0.0,,,,,,CEP57L1_ENSTGUG00000012107.2,red blood cells
TTC7A_ENSTGUG00000002614.2,0.0,,,,,,TTC7A_ENSTGUG00000002614.2,red blood cells
FUT9_ENSTGUG00000019610.1,0.0,,,,,,FUT9_ENSTGUG00000019610.1,red blood cells
_ENSTGUG00000028955.1,0.0,,,,,,_ENSTGUG00000028955.1,red blood cells
_ENSTGUG00000011583.2,0.0,,,,,,_ENSTGUG00000011583.2,red blood cells
AK9_ENSTGUG00000012097.2,0.0,,,,,,AK9_ENSTGUG00000012097.2,red blood cells
GPR63_ENSTGUG00000026583.1,0.0,,,,,,GPR63_ENSTGUG00000026583.1,red blood cells
NDUFAF4_ENSTGUG00000024097.1,0.0,,,,,,NDUFAF4_ENSTGUG00000024097.1,red blood cells
GPR6_ENSTGUG00000012077.2,0.0,,,,,,GPR6_ENSTGUG00000012077.2,red blood cells
MMS22L_ENSTGUG00000012296.2,0.0,,,,,,MMS22L_ENSTGUG00000012296.2,red blood cells
SDC1_ENSTGUG00000013148.2,0.0,,,,,,SDC1_ENSTGUG00000013148.2,red blood cells
ELOVL4_ENSTGUG00000020219.1,0.0,,,,,,ELOVL4_ENSTGUG00000020219.1,red blood cells
_ENSTGUG00000024330.1,0.0,,,,,,_ENSTGUG00000024330.1,red blood cells
_ENSTGUG00000009082.2,0.0,,,,,,_ENSTGUG00000009082.2,red blood cells
_ENSTGUG00000021173.1,0.0,,,,,,_ENSTGUG00000021173.1,red blood cells
TTK_ENSTGUG00000012578.2,0.0,,,,,,TTK_ENSTGUG00000012578.2,red blood cells
SLC22A16_ENSTGUG00000012062.2,0.0,,,,,,SLC22A16_ENSTGUG00000012062.2,red blood cells
ACTN2_ENSTGUG00000010436.2,0.0,,,,,,ACTN2_ENSTGUG00000010436.2,red blood cells
DLK2_ENSTGUG00000021435.1,0.0,,,,,,DLK2_ENSTGUG00000021435.1,red blood cells
FAXC_ENSTGUG00000012293.2,0.0,,,,,,FAXC_ENSTGUG00000012293.2,red blood cells
_ENSTGUG00000028667.1,0.0,,,,,,_ENSTGUG00000028667.1,red blood cells
_ENSTGUG00000026328.1,0.0,,,,,,_ENSTGUG00000026328.1,red blood cells
LRRC73_ENSTGUG00000009122.2,0.0,,,,,,LRRC73_ENSTGUG00000009122.2,red blood cells
TENT5A_ENSTGUG00000021070.1,0.0,,,,,,TENT5A_ENSTGUG00000021070.1,red blood cells
YIPF3_ENSTGUG00000009133.2,0.0,,,,,,YIPF3_ENSTGUG00000009133.2,red blood cells
TPBG_ENSTGUG00000027098.1,0.0,,,,,,TPBG_ENSTGUG00000027098.1,red blood cells
UBE3D_ENSTGUG00000012560.2,0.0,,,,,,UBE3D_ENSTGUG00000012560.2,red blood cells
CCNC_ENSTGUG00000012282.2,0.0,,,,,,CCNC_ENSTGUG00000012282.2,red blood cells
MFSD4B_ENSTGUG00000012028.2,0.0,,,,,,MFSD4B_ENSTGUG00000012028.2,red blood cells
XPO5_ENSTGUG00000009168.2,0.0,,,,,,XPO5_ENSTGUG00000009168.2,red blood cells
REV3L_ENSTGUG00000012020.2,0.0,,,,,,REV3L_ENSTGUG00000012020.2,red blood cells
ERO1B_ENSTGUG00000010384.2,0.0,,,,,,ERO1B_ENSTGUG00000010384.2,red blood cells
TTC32_ENSTGUG00000013135.2,0.0,,,,,,TTC32_ENSTGUG00000013135.2,red blood cells
GTPBP2_ENSTGUG00000009198.2,0.0,,,,,,GTPBP2_ENSTGUG00000009198.2,red blood cells
NID1_ENSTGUG00000010336.2,0.0,,,,,,NID1_ENSTGUG00000010336.2,red blood cells
GRIK2_ENSTGUG00000012240.2,0.0,,,,,,GRIK2_ENSTGUG00000012240.2,red blood cells
_ENSTGUG00000022517.1,0.0,,,,,,_ENSTGUG00000022517.1,red blood cells
_ENSTGUG00000028935.1,0.0,,,,,,_ENSTGUG00000028935.1,red blood cells
TUBE1_ENSTGUG00000011993.2,0.0,,,,,,TUBE1_ENSTGUG00000011993.2,red blood cells
CNST_ENSTGUG00000008403.2,0.0,,,,,,CNST_ENSTGUG00000008403.2,red blood cells
HACE1_ENSTGUG00000012227.2,0.0,,,,,,HACE1_ENSTGUG00000012227.2,red blood cells
LAMA4_ENSTGUG00000011973.2,0.0,,,,,,LAMA4_ENSTGUG00000011973.2,red blood cells
PRSS35_ENSTGUG00000028398.1,0.0,,,,,,PRSS35_ENSTGUG00000028398.1,red blood cells
KIF26B_ENSTGUG00000008377.2,0.0,,,,,,KIF26B_ENSTGUG00000008377.2,red blood cells
LIN28B_ENSTGUG00000029445.1,0.0,,,,,,LIN28B_ENSTGUG00000029445.1,red blood cells
SNAP91_ENSTGUG00000012523.2,0.0,,,,,,SNAP91_ENSTGUG00000012523.2,red blood cells
BVES_ENSTGUG00000012218.2,0.0,,,,,,BVES_ENSTGUG00000012218.2,red blood cells
FOSL2_ENSTGUG00000024611.1,0.0,,,,,,FOSL2_ENSTGUG00000024611.1,red blood cells
GNG4_ENSTGUG00000010286.2,0.0,,,,,,GNG4_ENSTGUG00000010286.2,red blood cells
HS3ST5_ENSTGUG00000011963.2,0.0,,,,,,HS3ST5_ENSTGUG00000011963.2,red blood cells
SLC22A3_ENSTGUG00000011470.2,0.0,,,,,,SLC22A3_ENSTGUG00000011470.2,red blood cells
NT5DC1_ENSTGUG00000011946.2,0.0,,,,,,NT5DC1_ENSTGUG00000011946.2,red blood cells
RIPPLY2_ENSTGUG00000012518.2,0.0,,,,,,RIPPLY2_ENSTGUG00000012518.2,red blood cells
_ENSTGUG00000027712.1,0.0,,,,,,_ENSTGUG00000027712.1,red blood cells
CALHM6_ENSTGUG00000011941.2,0.0,,,,,,CALHM6_ENSTGUG00000011941.2,red blood cells
TRAPPC3L_ENSTGUG00000011937.2,0.0,,,,,,TRAPPC3L_ENSTGUG00000011937.2,red blood cells
CYB5R4_ENSTGUG00000012515.2,0.0,,,,,,CYB5R4_ENSTGUG00000012515.2,red blood cells
SUPT7L_ENSTGUG00000002523.2,0.0,,,,,,SUPT7L_ENSTGUG00000002523.2,red blood cells
LRFN2_ENSTGUG00000023274.1,0.0,,,,,,LRFN2_ENSTGUG00000023274.1,red blood cells
ZBTB18_ENSTGUG00000008247.2,0.0,,,,,,ZBTB18_ENSTGUG00000008247.2,red blood cells
TBX18_ENSTGUG00000012504.2,0.0,,,,,,TBX18_ENSTGUG00000012504.2,red blood cells
_ENSTGUG00000021669.1,0.0,,,,,,_ENSTGUG00000021669.1,red blood cells
SLC35F3_ENSTGUG00000010208.2,0.0,,,,,,SLC35F3_ENSTGUG00000010208.2,red blood cells
NT5E_ENSTGUG00000012495.2,0.0,,,,,,NT5E_ENSTGUG00000012495.2,red blood cells
_ENSTGUG00000021596.1,0.0,,,,,,_ENSTGUG00000021596.1,red blood cells
PCNX2_ENSTGUG00000010143.2,0.0,,,,,,PCNX2_ENSTGUG00000010143.2,red blood cells
_ENSTGUG00000026074.1,0.0,,,,,,_ENSTGUG00000026074.1,red blood cells
LRP11_ENSTGUG00000011328.2,0.0,,,,,,LRP11_ENSTGUG00000011328.2,red blood cells
PDE10A_ENSTGUG00000009390.2,0.0,,,,,,PDE10A_ENSTGUG00000009390.2,red blood cells
IYD_ENSTGUG00000011323.2,0.0,,,,,,IYD_ENSTGUG00000011323.2,red blood cells
_ENSTGUG00000022989.1,0.0,,,,,,_ENSTGUG00000022989.1,red blood cells
PLD5_ENSTGUG00000008155.2,0.0,,,,,,PLD5_ENSTGUG00000008155.2,red blood cells
AKAP12_ENSTGUG00000029620.1,0.0,,,,,,AKAP12_ENSTGUG00000029620.1,red blood cells
ARMT1_ENSTGUG00000011263.2,0.0,,,,,,ARMT1_ENSTGUG00000011263.2,red blood cells
VEGFA_ENSTGUG00000008137.2,0.0,,,,,,VEGFA_ENSTGUG00000008137.2,red blood cells
_ENSTGUG00000028941.1,0.0,,,,,,_ENSTGUG00000028941.1,red blood cells
PRKN_ENSTGUG00000009367.2,0.0,,,,,,PRKN_ENSTGUG00000009367.2,red blood cells
RTN4IP1_ENSTGUG00000012187.2,0.0,,,,,,RTN4IP1_ENSTGUG00000012187.2,red blood cells
CCSAP_ENSTGUG00000024847.1,0.0,,,,,,CCSAP_ENSTGUG00000024847.1,red blood cells
_ENSTGUG00000027652.1,0.0,,,,,,_ENSTGUG00000027652.1,red blood cells
ABCB10_ENSTGUG00000010005.2,0.0,,,,,,ABCB10_ENSTGUG00000010005.2,red blood cells
SLC29A1_ENSTGUG00000007972.2,0.0,,,,,,SLC29A1_ENSTGUG00000007972.2,red blood cells
MAP3K4_ENSTGUG00000009273.2,0.0,,,,,,MAP3K4_ENSTGUG00000009273.2,red blood cells
GALNT2_ENSTGUG00000009986.2,0.0,,,,,,GALNT2_ENSTGUG00000009986.2,red blood cells
DCBLD1_ENSTGUG00000011905.2,0.0,,,,,,DCBLD1_ENSTGUG00000011905.2,red blood cells
PGBD5_ENSTGUG00000026218.1,0.0,,,,,,PGBD5_ENSTGUG00000026218.1,red blood cells
NUS1_ENSTGUG00000011892.2,0.0,,,,,,NUS1_ENSTGUG00000011892.2,red blood cells
_ENSTGUG00000007960.2,0.0,,,,,,_ENSTGUG00000007960.2,red blood cells
AGT_ENSTGUG00000009957.2,0.0,,,,,,AGT_ENSTGUG00000009957.2,red blood cells
_ENSTGUG00000029070.1,0.0,,,,,,_ENSTGUG00000029070.1,red blood cells
AARS2_ENSTGUG00000007880.2,0.0,,,,,,AARS2_ENSTGUG00000007880.2,red blood cells
TTC13_ENSTGUG00000009894.2,0.0,,,,,,TTC13_ENSTGUG00000009894.2,red blood cells
RNF8_ENSTGUG00000018486.2,0.0,,,,,,RNF8_ENSTGUG00000018486.2,red blood cells
ARV1_ENSTGUG00000018916.1,0.0,,,,,,ARV1_ENSTGUG00000018916.1,red blood cells
SRD5A2_ENSTGUG00000008454.2,0.0,,,,,,SRD5A2_ENSTGUG00000008454.2,red blood cells
FAM184A_ENSTGUG00000011868.2,0.0,,,,,,FAM184A_ENSTGUG00000011868.2,red blood cells
CCDC167_ENSTGUG00000007918.2,0.0,,,,,,CCDC167_ENSTGUG00000007918.2,red blood cells
MAN1A1_ENSTGUG00000011863.2,0.0,,,,,,MAN1A1_ENSTGUG00000011863.2,red blood cells
SLC30A6_ENSTGUG00000008515.2,0.0,,,,,,SLC30A6_ENSTGUG00000008515.2,red blood cells
GJA1_ENSTGUG00000011847.2,0.0,,,,,,GJA1_ENSTGUG00000011847.2,red blood cells
QPCT_ENSTGUG00000008529.2,0.0,,,,,,QPCT_ENSTGUG00000008529.2,red blood cells
HSF2_ENSTGUG00000011838.2,0.0,,,,,,HSF2_ENSTGUG00000011838.2,red blood cells
CRIM1_ENSTGUG00000008626.2,0.0,,,,,,CRIM1_ENSTGUG00000008626.2,red blood cells
_ENSTGUG00000025149.1,0.0,,,,,,_ENSTGUG00000025149.1,red blood cells
CYP1B1_ENSTGUG00000029201.1,0.0,,,,,,CYP1B1_ENSTGUG00000029201.1,red blood cells
CDC42EP3_ENSTGUG00000008820.2,0.0,,,,,,CDC42EP3_ENSTGUG00000008820.2,red blood cells
SAYSD1_ENSTGUG00000021592.1,0.0,,,,,,SAYSD1_ENSTGUG00000021592.1,red blood cells
KCNK5_ENSTGUG00000007722.2,0.0,,,,,,KCNK5_ENSTGUG00000007722.2,red blood cells
SLC24A3_ENSTGUG00000007669.2,0.0,,,,,,SLC24A3_ENSTGUG00000007669.2,red blood cells
SSTR4_ENSTGUG00000027392.1,0.0,,,,,,SSTR4_ENSTGUG00000027392.1,red blood cells
CD93_ENSTGUG00000007522.2,0.0,,,,,,CD93_ENSTGUG00000007522.2,red blood cells
FBLN7_ENSTGUG00000007459.2,0.0,,,,,,FBLN7_ENSTGUG00000007459.2,red blood cells
MERTK_ENSTGUG00000007420.2,0.0,,,,,,MERTK_ENSTGUG00000007420.2,red blood cells
ANAPC1_ENSTGUG00000007360.2,0.0,,,,,,ANAPC1_ENSTGUG00000007360.2,red blood cells
NPHP1_ENSTGUG00000007320.2,0.0,,,,,,NPHP1_ENSTGUG00000007320.2,red blood cells
_ENSTGUG00000021323.1,0.0,,,,,,_ENSTGUG00000021323.1,red blood cells
MTIF2_ENSTGUG00000007064.2,0.0,,,,,,MTIF2_ENSTGUG00000007064.2,red blood cells
