,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,cluster
CBLN2_ENSTGUG00000009205.2,0.0,,,,,,CBLN2_ENSTGUG00000009205.2,microglia 3 / radial glia
ANO10_ENSTGUG00000003830.2,0.0,,,,,,ANO10_ENSTGUG00000003830.2,microglia 3 / radial glia
STK17A_ENSTGUG00000029061.1,1.0,-16.410393549268193,195.2490004398457,1.0725755367355045,0.30036441691828303,0.6746767022161076,STK17A_ENSTGUG00000029061.1,microglia 3 / radial glia
PIGN_ENSTGUG00000001988.2,0.0,,,,,,PIGN_ENSTGUG00000001988.2,microglia 3 / radial glia
HECW1_ENSTGUG00000001817.2,0.0,,,,,,HECW1_ENSTGUG00000001817.2,microglia 3 / radial glia
FRRS1L_ENSTGUG00000023938.1,0.0,,,,,,FRRS1L_ENSTGUG00000023938.1,microglia 3 / radial glia
DOK6_ENSTGUG00000009250.2,0.0,,,,,,DOK6_ENSTGUG00000009250.2,microglia 3 / radial glia
EPB41L4B_ENSTGUG00000008100.2,0.0,,,,,,EPB41L4B_ENSTGUG00000008100.2,microglia 3 / radial glia
RELCH_ENSTGUG00000001999.2,0.0,,,,,,RELCH_ENSTGUG00000001999.2,microglia 3 / radial glia
INHBA_ENSTGUG00000001843.2,0.0,,,,,,INHBA_ENSTGUG00000001843.2,microglia 3 / radial glia
RBBP8_ENSTGUG00000010362.2,0.0,,,,,,RBBP8_ENSTGUG00000010362.2,microglia 3 / radial glia
TNFRSF11A_ENSTGUG00000024912.1,0.0,,,,,,TNFRSF11A_ENSTGUG00000024912.1,microglia 3 / radial glia
TMEM241_ENSTGUG00000010387.2,0.0,,,,,,TMEM241_ENSTGUG00000010387.2,microglia 3 / radial glia
ZCCHC2_ENSTGUG00000024466.1,0.0,,,,,,ZCCHC2_ENSTGUG00000024466.1,microglia 3 / radial glia
_ENSTGUG00000008158.2,0.0,,,,,,_ENSTGUG00000008158.2,microglia 3 / radial glia
AOC1_ENSTGUG00000027317.1,0.0,,,,,,AOC1_ENSTGUG00000027317.1,microglia 3 / radial glia
EXT1_ENSTGUG00000012328.2,0.0,,,,,,EXT1_ENSTGUG00000012328.2,microglia 3 / radial glia
POU6F2_ENSTGUG00000001859.2,0.0,,,,,,POU6F2_ENSTGUG00000001859.2,microglia 3 / radial glia
FH_ENSTGUG00000008229.2,0.0,,,,,,FH_ENSTGUG00000008229.2,microglia 3 / radial glia
SERPINB5_ENSTGUG00000002060.2,0.0,,,,,,SERPINB5_ENSTGUG00000002060.2,microglia 3 / radial glia
