,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
WRE_WRE,0.2705682276705852,16.34755071954942,54.47566198644841,1.2039305377639948,0.27253750333464344,1.0,WRE_WRE
TMEM74_ENSTGUG00000022792.1,0.055226286477899365,0.017491631831116492,10.227412614236707,1.9996021194401692e-07,0.9996432106838405,1.0,TMEM74_ENSTGUG00000022792.1
TMEM170B_ENSTGUG00000025839.1,0.02005087149011221,-8.035467648830188,17.859112549792073,0.07651830999942888,0.7820723423713544,1.0,TMEM170B_ENSTGUG00000025839.1
_ENSTGUG00000020832.1,0.005005833436823914,-10.608092809385155,60.994476920963535,0.047186656397272486,0.8280330819598816,1.0,_ENSTGUG00000020832.1
_ENSTGUG00000020221.1,0.08533385515304848,-6.891108825843024,9.567804002024394,0.12791451306389945,0.7206042189006904,1.0,_ENSTGUG00000020221.1
RDH10_ENSTGUG00000011532.2,0.015045038053288294,-12.174629410172232,55.97505624316025,0.14523530623575454,0.7031309007244125,1.0,RDH10_ENSTGUG00000011532.2
EDN1_ENSTGUG00000005833.2,0.005023212431597027,-10.612242900821537,60.98285834801743,0.047219862848393745,0.8279735299417242,1.0,EDN1_ENSTGUG00000005833.2
_ENSTGUG00000011566.2,0.04001202975855355,-0.016020816061086067,14.437801367725713,2.4804842979619934e-07,0.9996026179145251,1.0,_ENSTGUG00000011566.2
JPH1_ENSTGUG00000011568.2,0.020016168478548313,-12.520408621080271,55.255046381172036,0.15198346121181316,0.6966470523858176,1.0,JPH1_ENSTGUG00000011568.2
GDAP1_ENSTGUG00000027544.1,0.07008484712386549,-7.743283223639653,10.696157965957262,0.14996377203141265,0.6985699814464764,1.0,GDAP1_ENSTGUG00000027544.1
_ENSTGUG00000026397.1,0.0,,,,,,_ENSTGUG00000026397.1
_ENSTGUG00000020337.1,0.0,,,,,,_ENSTGUG00000020337.1
PEX2_ENSTGUG00000027344.1,0.005023212431597027,-10.61224290082154,60.982858348016975,0.047219862848393745,0.8279735299417242,1.0,PEX2_ENSTGUG00000027344.1
PKIA_ENSTGUG00000025587.1,0.08012105332100684,-7.001551872356864,8.43782628564357,0.18260658936068808,0.6691426826416257,1.0,PKIA_ENSTGUG00000025587.1
GFOD1_ENSTGUG00000027728.1,0.045149902169657294,-6.283090146209101,11.055447783799757,0.06092313853982034,0.8050427870711928,1.0,GFOD1_ENSTGUG00000027728.1
IL7_ENSTGUG00000011619.2,0.0,,,,,,IL7_ENSTGUG00000011619.2
_ENSTGUG00000026838.1,0.08522242632838425,-4.929040752613839,7.955428543180586,0.05050841811677742,0.8221809382919543,1.0,_ENSTGUG00000026838.1
_ENSTGUG00000022509.1,0.005023212431597027,10.710178746733408,62.58390146246932,0.04725116856286604,0.8279174067580174,1.0,_ENSTGUG00000022509.1
FABP5_ENSTGUG00000024298.1,0.2556841359397048,-5.277275783734101,5.138903110995533,0.1821445033241389,0.669536729037784,1.0,FABP5_ENSTGUG00000024298.1
PMP2_ENSTGUG00000011663.2,0.005023212431597027,-10.612242900821537,60.98285834801743,0.047219862848393745,0.8279735299417242,1.0,PMP2_ENSTGUG00000011663.2
FABP4_ENSTGUG00000011667.2,0.01506963729479108,-11.941539302559079,57.61849199201128,0.05779900704600749,0.8100091395578667,1.0,FABP4_ENSTGUG00000011667.2
ZFAND1_ENSTGUG00000011672.2,0.010011666873647828,0.013387733210933382,20.393473664599885,-1.5967334121569365e-08,1.0,1.0,ZFAND1_ENSTGUG00000011672.2
CHMP4C_ENSTGUG00000011678.2,0.0,,,,,,CHMP4C_ENSTGUG00000011678.2
RNF182_ENSTGUG00000027109.1,0.015090025328114712,0.05863789617743543,20.367905087035435,1.7975262807112813e-06,0.9989302616740574,1.0,RNF182_ENSTGUG00000027109.1
RALYL_ENSTGUG00000011689.2,0.0876460403819887,0.038944970720678256,7.737697792690923,6.247717863061553e-07,0.9993693321083588,1.0,RALYL_ENSTGUG00000011689.2
MCUR1_ENSTGUG00000006092.2,0.01504505052988796,-6.832147882754306,18.573926722838742,0.033280616601530255,0.8552454741276859,1.0,MCUR1_ENSTGUG00000006092.2
SIRT5_ENSTGUG00000006129.2,0.050151907663753374,-5.6838111134227995,11.343435053922427,0.028132772700985242,0.8667970546665293,1.0,SIRT5_ENSTGUG00000006129.2
TPMT_ENSTGUG00000006234.2,0.024977210580062928,0.03975026466441893,14.451245410410072,1.22921315437452e-06,0.9991153864810594,1.0,TPMT_ENSTGUG00000006234.2
CA2_ENSTGUG00000011728.2,0.025004783591497853,0.038930814168617246,14.451092532331486,1.1628459972712335e-06,0.999139598659268,1.0,CA2_ENSTGUG00000011728.2
KDM1B_ENSTGUG00000006257.2,0.020006014879276775,12.658965115919228,56.59419823857994,0.19428961821752466,0.6593701304707897,1.0,KDM1B_ENSTGUG00000006257.2
RNF144B_ENSTGUG00000026004.1,0.005005833436823914,-10.60809280938515,60.994476920963024,0.047186656397272486,0.8280330819598816,1.0,RNF144B_ENSTGUG00000026004.1
ID4_ENSTGUG00000006296.2,0.05511281362131636,-7.602372600053413,10.696393591555381,0.14652886862162973,0.7018748136526272,1.0,ID4_ENSTGUG00000006296.2
E2F3_ENSTGUG00000006335.2,0.005005833436823914,10.712590110179502,62.576599547106156,0.04727061872158522,0.8278825473762568,1.0,E2F3_ENSTGUG00000006335.2
MMP16_ENSTGUG00000011786.2,0.03506114125631047,-8.732838452171228,17.95695808467441,0.08423516538800868,0.7716380299237187,1.0,MMP16_ENSTGUG00000011786.2
